着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,10,カンタービレ,牝3,54,Ｍ．デム,1:49.2,,**,5-5-5-4,35.1,3.4,2,428(-6),,,,[西]角居勝彦,石川達絵,"3,546.9"
2,6,9,トーセンブレス,牝3,54,柴田善臣,1:49.2,クビ,**,9-9-10-9,34.6,6.8,3,456(+2),,,,[東]加藤征弘,島川隆哉,"1,413.4"
3,3,3,ノームコア,牝3,54,北村宏司,1:49.5,2,**,2-2-2-2,35.7,7.4,4,460(+14),,,,[東]萩原清,池谷誠一,886.7
4,5,7,ウスベニノキミ,牝3,54,内田博幸,1:49.6,1/2,**,12-13-10-12,34.9,45.8,8,430(-10),,,,[西]鈴木孝志,岡浩二,530.0
5,8,12,ファストライフ,牝3,54,大野拓弥,1:49.7,1/2,**,7-7-7-7,35.4,47.5,9,438(0),,,,[東]青木孝文,石川秀守,350.0
6,1,1,メサルティム,牝3,54,石橋脩,1:49.8,クビ,**,3-3-2-2,36.0,7.5,5,420(-6),,,,[西]荒川義之,キャロットファーム,
7,4,5,ノーブルカリナン,牝3,54,勝浦正樹,1:49.8,ハナ,**,12-12-13-11,35.0,12.1,6,438(-4),,,,[西]友道康夫,社台レースホース,
8,6,8,モルフェオルフェ,牝3,54,吉田隼人,1:49.8,ハナ,**,1-1-1-1,36.1,40.1,7,422(-8),,,,[東]大江原哲,並河賢一郎,
9,8,13,カラリエーヴァ,牝3,54,江田照男,1:50.2,2.1/2,**,3-5-5-4,36.1,132.8,12,476(-6),,,,[東]中川公成,天堀忠博,
10,2,2,バケットリスト,牝3,54,ミナリク,1:50.2,ハナ,**,5-3-4-4,36.3,52.5,10,454(-10),,,,[東]高橋文雅,宮城寛也,
11,5,6,インヴィジブルワン,牝3,54,三浦皇成,1:50.3,クビ,**,9-9-9-9,35.8,67.9,11,462(-8),,,,[西]藤原英昭,サンデーレーシング,
12,7,11,キープシークレット,牝3,54,柴田大知,1:51.1,5,**,9-9-10-13,36.5,269.6,13,432(-14),,,,[西]矢作芳人,シルクレーシング,
13,4,4,ロックディスタウン,牝3,55,池添謙一,1:51.3,1.1/4,**,7-7-7-7,37.0,2.8,1,498(+10),,,,[東]藤沢和雄,サンデーレーシング,
