着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,9,ダノンプレミアム,牡3,56,川田将雅,2:01.0,,**,2-2-2-2,34.1,1.8,1,498(+8),,,,[西]中内田充,ダノックス,"5,471.4"
2,7,8,ワグネリアン,牡3,56,福永祐一,2:01.2,1.1/2,**,5-5-5-4,33.7,3.6,2,450(-4),,,,[西]友道康夫,金子真人ホールディングス,"2,220.4"
3,3,3,ジャンダルム,牡3,56,武豊,2:01.3,1/2,**,4-4-3-3,34.1,8.0,4,484(-10),,,,[西]池江泰寿,前田幸治,"1,410.2"
4,8,10,サンリヴァル,牡3,56,藤岡佑介,2:01.3,ハナ,**,1-1-1-1,34.6,17.1,5,500(+10),,,,[西]藤岡健一,幅田京子,810.0
5,4,4,リビーリング,牡3,56,戸崎圭太,2:01.8,3,**,3-3-3-4,34.7,58.8,6,500(0),,,,[東]萩原清,Ｇ１レーシング,540.0
6,7,7,トラストケンシン,牡3,56,内田博幸,2:02.0,1.1/4,**,9-9-9-8,34.0,126.0,7,454(-4),,,,[東]高橋文雅,菅波立知子,
7,1,1,オブセッション,牡3,56,ルメール,2:02.7,4,**,6-7-7-6,35.0,4.7,3,518(+8),,,,[東]藤沢和雄,シルクレーシング,
8,2,2,アラウン,牡3,56,ミナリク,2:02.8,3/4,**,8-7-7-8,35.1,295.9,10,490(+8),,,,[西]森秀行,一村哲也,
9,6,6,アサクサスポット,牡3,56,武藤雅,2:03.2,2.1/2,**,6-5-5-6,35.7,176.5,8,524(+4),,,,[東]戸田博文,田原慶子,
10,5,5,ヘヴィータンク,牡3,56,野中悠太,2:23.9,大,**,10-10-10-10,45.7,194.6,9,472(0),,,,[西]森秀行,池田草龍,
