着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,ナンヨーアミーコ,牡5,57,柴田善臣,1:08.9,,**,8-5,34.4,4.1,2,440(-2),,,,[東]宗像義忠,中村徳也,"1,535.0"
2,3,6,ワイナルダム,牡4,57,松岡正海,1:09.1,1.1/4,**,5-5,34.9,16.7,5,460(-2),,,,[東]水野貴広,コスモヴューファーム,610.0
3,4,8,ジュンザワールド,牡5,57,大野拓弥,1:09.2,1/2,**,8-9,34.8,45.7,11,536(+12),,,,[東]勢司和浩,河合純二,385.0
4,8,16,イノバティブ,牡4,57,勝浦正樹,1:09.2,クビ,**,13-9,34.3,11.7,3,466(+6),,,,[東]相沢郁,畑佐博,230.0
5,3,5,クリーンファンキー,牝5,55,北村宏司,1:09.2,クビ,**,8-9,34.7,19.9,7,498(+8),,,,[東]鈴木伸尋,石橋和夫,150.0
6,7,14,トーホウハニー,牝6,55,蛯名正義,1:09.3,クビ,**,5-5,35.1,23.0,9,448(0),,,,[東]田中清隆,東豊物産,
7,2,3,ショウナンアエラ,牡4,57,戸崎圭太,1:09.3,クビ,**,1-1,35.6,1.8,1,490(+2),,,,[東]奥村武,国本哲秀,
8,1,2,イキオイ,牡6,57,三浦皇成,1:09.5,1.1/2,**,12-13,34.9,20.9,8,454(0),,,,[東]杉浦宏昭,西村憲人,
9,6,12,アイファープリティ,牝5,55,内田博幸,1:09.7,1,**,3-2,35.8,15.1,4,450(-10),,,,[西]鮫島一歩,中島稔,
10,4,7,アイリーグレイ,牝6,55,丹内祐次,1:09.8,1/2,**,3-2,35.9,131.9,14,478(+8),,,,[東]牧光二,前原敏行,
11,8,15,ウインハートビート,牡5,57,ミナリク,1:10.0,1.1/4,**,8-9,35.5,40.3,10,496(+10),,,,[西]宮本博,ウイン,
12,1,1,ダイイチターミナル,牡4,57,江田照男,1:10.4,2.1/2,**,13-14,35.5,125.6,13,458(0),,,,[東]高市圭二,ミルファーム,
13,5,9,シルヴァーコード,牝6,55,柴田大知,1:10.4,アタマ,**,5-5,36.2,101.1,12,484(-2),,,,[東]粕谷昌央,田上雅春,
14,5,10,イリスファルコン,牝4,55,吉田隼人,1:10.4,ハナ,**,13-16,35.5,432.1,16,432(+8),,,,[東]南田美知,菅原広隆,
15,2,4,ファド,牝5,55,田辺裕信,1:10.5,1/2,**,2-4,36.7,18.6,6,492(0),,,,[東]矢野英一,Ｇリビエール・レーシング,
16,6,11,フクノクオリア,セ4,57,木幡初広,1:10.5,ハナ,**,16-14,35.3,351.7,15,506(-4),,,,[東]杉浦宏昭,福島祐子,
