着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,9,エレガントクルーズ,牝3,54,内田博幸,1:56.4,,**,3-3-2-2,38.0,6.7,4,528(+4),,,,[東]木村哲也,サンデーレーシング,500.0
2,8,14,パルクデラモール,牝3,54,三浦皇成,1:56.6,1.1/4,**,2-2-1-1,38.3,4.1,2,444(-10),,,,[東]鹿戸雄一,Ｇ１レーシング,200.0
3,5,8,バスクインザサン,牝3,54,池添謙一,1:57.0,2.1/2,**,5-5-3-2,38.5,6.7,5,520(-4),,,,[東]大竹正博,Ｇ１レーシング,130.0
4,8,13,アイサンクダディー,牝3,54,勝浦正樹,1:57.6,3.1/2,**,12-12-5-4,38.9,67.4,10,416(-6),,,,[東]伊藤大士,大塚亮一,75.0
5,7,12,ジェイエルノブレス,牝3,52,武藤雅,1:58.6,6,**,9-9-6-6,39.6,8.6,6,446(-8),,,,[東]小西一男,橋元幸人,50.0
6,2,2,バーキンブライアン,牝3,54,柴田善臣,1:58.8,1.1/4,**,12-12-8-8,39.6,241.2,12,416(-10),,,,[東]武市康男,新井原博,
7,4,6,サンダルース,牝3,54,西村太一,1:59.0,1.1/4,**,6-6-6-6,40.1,57.3,8,464(+4),,,,[東]清水英克,加藤ステーブル,
8,5,7,エコロレインボー,牝3,54,柴田大知,1:59.7,4,**,6-8-12-11,40.1,205.5,11,442(-2),,,,[東]鈴木伸尋,原村正紀,
9,7,11,カーネーション,牝3,54,岩部純二,1:59.7,クビ,**,1-1-3-4,41.1,44.3,7,456(-4),,,,[東]奥平雅士,ミルファーム,
10,1,1,コーズウェイベイ,牝3,54,田辺裕信,2:00.1,2.1/2,**,9-9-10-9,40.7,3.4,1,486(+2),,,,[東]岩戸孝樹,Ｈ．Ｈ．シェイク・モハメド,
11,3,3,セイウンキャンティ,牝3,51,山田敬士,2:00.2,クビ,**,9-9-13-13,40.2,64.1,9,436(-10),,,,[東]小桧山悟,西山茂行,
12,3,4,イザベルローズ,牝3,54,戸崎圭太,2:00.2,クビ,**,3-3-8-9,41.1,4.5,3,448(-2),,,,[東]栗田徹,林正道,
13,6,10,サンキャスパー,牝3,54,村田一誠,2:01.2,6,**,6-6-10-11,41.8,376.8,13,466(+8),,,,[東]藤原辰雄,加藤ステーブル,
取,4,5,ルフィーナ,牝3,54,武士沢友,,,**,,,---,,計不,,,,[東]大竹正博,小川眞査雄,
