着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,ケイアイピハ,牡2,55,北村宏司,1:13.1,,**,2-2,38.2,9.2,5,446(0),,,,[東]池上昌和,亀田和弘,700.0
2,7,13,トリッチトラッチ,牝2,54,田辺裕信,1:13.6,3,**,4-4,37.7,4.7,2,428(0),,,,[東]伊藤圭三,ライオンレースホース,280.0
3,8,16,フィーユレヴーズ,牝2,54,岩田康誠,1:14.1,3,**,1-1,39.3,2.7,1,440(0),,,,[東]斎藤誠,小田吉男,180.0
4,4,8,アグネスクレバー,牝2,54,柴田善臣,1:14.7,4,**,7-7,38.6,16.3,6,414(0),,,,[東]深山雅史,前田清二,110.0
5,6,12,トーセンシーバス,牡2,55,宮崎北斗,1:14.9,1.1/4,**,3-3,39.8,5.6,3,438(0),,,,[東]中川公成,島川隆哉,70.0
6,7,14,クリノピチカート,牡2,52,山田敬士,1:15.0,クビ,**,7-5,38.9,140.7,15,460(0),,,,[東]高市圭二,栗本博晴,
7,2,4,タイニーパワー,牡2,55,柴田大知,1:15.0,クビ,**,7-8,38.8,26.9,7,430(0),,,,[東]粕谷昌央,岡田壮史,
8,4,7,ジーランディア,牝2,54,丹内祐次,1:15.1,クビ,**,4-5,39.2,68.7,10,498(0),,,,[東]尾形和幸,手嶋康雄,
9,5,10,スノーレイズ,牝2,51,小林凌大,1:16.1,6,**,11-11,39.6,67.7,9,438(0),,,,[東]菊川正達,ヒダカ・ブリーダーズ・ユニオン,
10,3,6,トウショウガルーダ,牡2,55,松木大地,1:16.3,1,**,12-11,39.4,119.4,13,478(0),,,,[東]土田稔,トウショウ産業,
11,8,15,リリカルフレイム,牝2,54,武藤雅,1:16.3,クビ,**,4-9,40.4,8.0,4,462(0),,,,[東]田島俊明,窪田康志,
12,5,9,デルマアメジスト,牝2,54,丸田恭介,1:16.4,3/4,**,10-9,40.1,121.7,14,456(0),,,,[東]蛯名利弘,浅沼廣幸,
13,2,3,フレアリボン,牝2,54,嘉藤貴行,1:17.4,6,**,13-11,40.4,74.0,11,448(0),,,,[東]田島俊明,ノルマンディーサラブレッドレーシング,
14,1,2,マサトップ,牡2,55,石川裕紀,1:17.6,1,**,13-14,40.6,28.7,8,470(0),,,,[東]尾形和幸,澤田孝之,
15,3,5,シゲルミョウジョウ,牝2,53,菊沢一樹,1:18.2,4,**,13-15,41.2,85.7,12,380(0),,,,[東]浅野洋一,森中蕃,
取,6,11,トランクイッロ,セ2,53,木幡育也,,,**,,,---,,計不,,,,[東]高橋祥泰,眞保榮稔,
