着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,ニュートンテソーロ,牡2,55,大野拓弥,1:55.3,,**,6-6-3-2,38.7,1.7,1,488(+2),,,,[東]田中博康,了徳寺健二ホールディングス,500.0
2,1,1,サトノワールド,牡2,55,横山典弘,1:56.2,5,**,7-7-4-4,39.4,7.5,3,506(-2),,,,[東]国枝栄,サトミホースカンパニー,200.0
3,3,5,ニーズヘッグ,牝2,54,横山和生,1:56.6,2.1/2,**,14-14-7-4,39.5,19.9,5,478(0),,,,[東]小野次郎,ＹＧＧホースクラブ,130.0
4,5,9,グーガルドリームズ,牡2,55,松岡正海,1:56.8,1,**,1-1-1-1,40.3,14.2,4,496(-6),,,,[東]伊藤伸一,藤田在子,75.0
5,3,6,マイロングタイム,牡2,55,勝浦正樹,1:57.5,4,**,9-8-8-8,40.3,92.3,9,446(+6),,,,[東]藤原辰雄,佐藤良二,50.0
6,6,11,ツキマデトドケ,牡2,55,ビュイッ,1:58.0,3,**,4-4-2-2,41.5,3.7,2,488(+2),,,,[東]田島俊明,レッドマジック,
7,5,10,ラティノス,牡2,55,田辺裕信,1:58.2,1,**,11-8-4-6,41.3,50.3,6,500(+8),,,,[東]小西一男,小泉修,
8,4,7,ベルウッドアサヒ,牡2,52,菅原明良,1:58.3,1/2,**,12-13-8-9,41.0,213.6,10,452(+2),,,,[東]武市康男,鈴木照雄,
9,6,12,ヴァイオレット,牝2,51,小林凌大,1:58.5,1.1/2,**,10-11-13-10,40.8,309.6,11,434(0),,,,[東]小桧山悟,中辻明,
10,8,16,アルトゥーロ,牡2,55,江田照男,1:59.1,3.1/2,**,7-8-13-13,41.4,312.1,12,428(0),,,,[東]南田美知,ミルファーム,
11,8,15,クリアミッション,牡2,55,大庭和弥,1:59.3,1,**,2-2-4-6,42.4,390.4,13,510(+6),,,,[東]土田稔,大原詔宏,
12,2,3,フィリップクロノス,牡2,53,木幡育也,2:00.0,4,**,12-12-11-10,42.4,592.1,15,464(+6),,,,[東]小桧山悟,田中健一,
13,7,14,ヴァンダーファルケ,牡2,55,石橋脩,2:00.1,クビ,**,3-3-8-10,42.8,57.4,7,472(-2),,,,[東]大和田成,長浜牧場,
14,4,8,トゥインクルウェイ,牝2,54,伊藤工真,2:00.9,5,**,4-4-11-13,43.3,577.7,14,448(-6),,,,[東]林徹,ライオンレースホース,
15,7,13,セイウンソルジャー,牡2,55,武藤雅,2:01.1,1.1/2,**,14-15-16-16,42.1,76.7,8,518(+2),,,,[東]水野貴広,西山茂行,
16,2,4,トレジャーナンバー,牡2,55,岩部純二,2:01.5,2.1/2,**,16-16-15-15,43.2,804.3,16,514(+40),,,,[東]新開幸一,ミルファーム,
