着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,ベルウッドネイチャ,牡2,55,Ｍ．デム,1:56.6,,**,1-1-1-1,40.6,1.2,1,542(+2),,,,[東]伊藤大士,鈴木照雄,500.0
2,3,6,ディーエスプルーフ,牡2,52,菅原明良,1:58.6,大,**,2-2-2-2,42.0,13.2,3,448(0),,,,[東]伊藤圭三,秋谷壽之,200.0
3,8,16,クラウンマハロ,牡2,55,丹内祐次,1:58.8,1.1/4,**,11-10-8-7,41.2,15.4,5,510(+12),,,,[東]尾形和幸,クラウン,130.0
4,2,4,トミケンアラバール,牡2,55,横山武史,1:58.8,ハナ,**,4-4-5-3,42.0,123.8,10,514(0),,,,[東]武井亮,冨樫賢二,75.0
5,3,5,アルヒミスト,牝2,54,柴田大知,1:59.0,1.1/2,**,4-4-5-3,42.2,95.8,9,416(-2),,,,[東]蛯名利弘,ブルースターズファーム,50.0
6,1,1,ドラゴンウォリアー,牡2,55,木幡巧也,1:59.1,1/2,**,8-8-8-7,41.4,14.6,4,504(-4),,,,[東]岩戸孝樹,田頭勇貴,
7,7,13,ダイワストレート,牡2,55,北村宏司,1:59.2,クビ,**,7-7-7-6,42.0,5.7,2,468(0),,,,[東]宗像義忠,大城敬三,
8,5,9,ウィルビーハッピー,牡2,55,大野拓弥,1:59.2,アタマ,**,16-15-11-10,41.2,85.1,8,478(0),,,,[東]奥村武,ノルマンディーサラブレッドレーシング,
9,6,12,コッヘル,牡2,55,津村明秀,1:59.6,2.1/2,**,4-4-3-3,42.9,75.4,7,488(+2),,,,[東]清水英克,上野直樹,
10,5,10,アオイスター,牝2,54,黛弘人,1:59.6,クビ,**,13-14-14-14,41.1,630.1,16,462(-6),,,,[東]和田雄二,鈴木照雄,
11,8,15,コパノアーチャー,牡2,53,木幡育也,1:59.9,1.1/2,**,14-12-12-11,41.8,474.4,14,502(0),,,,[東]青木孝文,小林照弘,
12,2,3,ダリアメイリー,牝2,51,山田敬士,2:00.8,5,**,14-15-12-11,42.7,524.7,15,424(-6),,,,[東]堀井雅広,静内白井牧場,
13,4,8,レジーナクィーン,牝2,54,横山和生,2:00.8,クビ,**,3-2-3-9,44.1,35.9,6,458(+4),,,,[東]土田稔,坂田行夫,
14,4,7,メイショウフガク,牡2,54,菊沢一樹,2:00.9,1/2,**,10-10-14-15,42.5,422.5,13,468(0),,,,[東]和田勇介,松本好雄,
15,1,2,セブンミラクル,牡2,55,江田照男,2:01.9,6,**,12-12-16-15,43.2,126.2,11,482(0),,,,[東]本間忍,橋川欣司,
16,7,14,エフティハヤテ,牡2,55,蛯名正義,2:02.8,5,**,9-9-8-11,45.1,128.0,12,502(+2),,,,[東]粕谷昌央,吉野英子,
