着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ウインキートス,牝2,54,マーフィ,1:49.4,,**,6-6-6-6,36.0,5.5,2,448(+2),,,,[東]宗像義忠,ウイン,500.0
2,8,15,ポーラーサン,牡2,55,福永祐一,1:50.0,3.1/2,**,5-5-5-2,36.8,15.6,6,466(+4),,,,[東]久保田貴,窪田康志,200.0
3,3,6,ルヴェルソー,牝2,54,大野拓弥,1:50.2,1,**,12-13-13-11,36.0,14.7,5,450(-2),,,,[東]田中博康,グリーンファーム,130.0
4,6,12,ウインドジャマー,牡2,55,ルメール,1:50.3,3/4,**,9-9-8-7,36.5,6.1,3,490(+6),,,,[東]藤沢和雄,多田信尊,75.0
5,7,13,アイオープナー,牝2,54,柴田大知,1:50.6,2,**,12-12-10-10,36.6,189.5,12,410(-4),,,,[東]宗像義忠,サラブレッドクラブ・ラフィアン,50.0
6,1,1,バトーブラン,牝2,54,丹内祐次,1:50.9,1.3/4,**,1-1-1-1,39.1,28.7,8,440(+2),,,,[東]清水英克,サラブレッドクラブ・ラフィアン,
7,4,8,エクスプレッサー,牡2,55,石橋脩,1:51.2,1.3/4,**,3-3-3-3,38.5,2.1,1,488(+2),,,,[東]堀宣行,キャロットファーム,
8,6,11,トーセンソワレ,牡2,52,山田敬士,1:51.2,ハナ,**,9-10-11-11,37.1,121.8,11,476(+4),,,,[東]小桧山悟,島川隆哉,
9,5,10,ネオマティリアル,牡2,55,石川裕紀,1:51.9,4,**,7-8-8-7,38.1,61.0,9,468(+6),,,,[東]相沢郁,田村彰夫,
10,3,5,テントゥワン,牡2,55,吉田豊,1:52.0,1/2,**,7-6-6-9,38.6,88.5,10,476(0),,,,[東]竹内正洋,井山登,
11,1,2,ランナウェイ,牡2,55,北村宏司,1:52.0,クビ,**,14-14-14-13,37.5,25.7,7,462(-2),,,,[東]伊藤大士,ニッシンホールディングス,
12,2,3,トーセンヴォーグ,牡2,55,武藤雅,1:53.0,6,**,16-16-16-15,37.7,451.0,15,492(+26),,,,[東]池上昌和,島川隆哉,
13,7,14,コルニリア,牡2,55,嘉藤貴行,1:53.1,3/4,**,3-3-3-3,40.4,318.2,13,440(+10),,,,[東]大和田成,ミルファーム,
14,5,9,ファートゥア,牝2,54,三浦皇成,1:53.6,3,**,2-2-2-3,41.1,7.4,4,470(0),,,,[東]手塚貴久,サンデーレーシング,
15,2,4,コンチサエッタ,牡2,54,菊沢一樹,1:53.7,3/4,**,11-10-11-13,39.6,431.5,14,472(+6),,,,[東]勢司和浩,九十九章之,
16,4,7,スキニチーノ,牝2,54,杉原誠人,1:54.2,3,**,15-15-15-15,39.1,531.8,16,462(0),,,,[東]石毛善彦,ミルファーム,
