着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,サンノゼテソーロ,牡3,56,武豊,1:09.5,,**,2-2,35.4,3.3,1,452(0),,,,[東]田中博康,了徳寺健二ホールディングス,"1,534.3"
2,6,12,ペイシャドリーム,牝3,54,的場勇人,1:09.7,1.1/4,**,2-3,35.5,9.6,5,458(+6),,,,[東]高橋義博,北所直人,609.8
3,7,13,ショウナンマッシブ,牡5,57,吉田豊,1:09.8,1/2,**,16-16,34.3,41.9,10,476(+4),,,,[東]田中剛,国本哲秀,384.9
4,6,11,シンデレラメイク,牝4,55,津村明秀,1:09.8,クビ,**,13-11,34.8,16.1,7,500(+2),,,,[西]鮫島一歩,田島政光,230.0
5,2,4,シセイタイガ,牡3,56,三浦皇成,1:09.8,アタマ,**,8-8,35.2,5.4,3,468(+4),,,,[東]高橋文雅,猪苗代勇,150.0
6,1,1,アイルチャーム,牝3,54,石橋脩,1:09.8,ハナ,**,1-1,35.8,6.4,4,448(0),,,,[東]田島俊明,ノルマンディーサラブレッドレーシング,
7,5,10,オジョーノキセキ,牝4,55,北村宏司,1:09.9,1/2,**,8-8,35.3,15.9,6,512(0),,,,[東]伊藤大士,前原敏行,
8,8,15,ツヅク,牝5,55,江田照男,1:09.9,ハナ,**,15-14,34.6,92.1,13,452(-4),,,,[東]伊藤大士,清水敏,
9,7,14,ライバーバード,牡5,57,石川裕紀,1:10.0,クビ,**,10-8,35.3,26.7,8,508(+2),,,,[東]手塚貴久,馬場幸夫,
10,2,3,アゴベイ,牝3,54,川田将雅,1:10.0,アタマ,**,4-4,35.7,4.3,2,444(+10),,,,[東]尾関知人,ゴドルフィン,
11,5,9,スタークニナガ,牡4,57,野中悠太,1:10.0,クビ,**,11-13,35.1,144.1,15,442(-8),,,,[東]栗田徹,山口功一郎,
12,3,6,イキオイ,牡7,57,丹内祐次,1:10.2,1,**,11-11,35.4,55.8,11,458(+6),,,,[東]杉浦宏昭,西村憲人,
13,4,8,イサチルルンルン,牝4,55,藤田菜七,1:10.2,アタマ,**,14-14,35.1,36.7,9,462(+2),,,,[東]竹内正洋,小坂功,
14,4,7,アーヒラ,牝4,55,杉原誠人,1:10.4,1.1/4,**,6-7,36.0,122.2,14,448(+10),,,,[東]石毛善彦,ミルファーム,
15,1,2,ルマーカーブル,牡3,56,勝浦正樹,1:10.5,3/4,**,4-4,36.2,85.0,12,520(+8),,,,[東]南田美知,伊達敏明,
16,8,16,サウンドジャンゴ,牡7,57,鮫島克駿,1:10.7,1.1/4,**,7-4,36.2,265.7,16,532(+2),,,,[東]和田正一,増田雄一,
