着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,シスル,牝4,55,木幡巧也,1:10.3,,**,2-1,37.1,3.9,2,512(+4),,,,[東]新開幸一,中村祐子,"1,100.0"
2,5,10,カフェライジング,牡7,57,横山和生,1:10.9,3.1/2,**,3-3,37.4,29.9,8,510(+16),,,,[西]松永幹夫,西川恭子,440.0
3,2,3,グラスレオ,牡4,57,石川裕紀,1:11.0,1/2,**,8-7,37.0,81.8,14,500(0),,,,[東]尾形和幸,半沢,280.0
4,1,2,アスクジョーダン,セ7,57,内田博幸,1:11.0,アタマ,**,13-15,36.3,23.1,7,504(-2),,,,[西]野中賢二,廣崎利洋,170.0
5,6,12,ウメタロウ,牡4,57,江田照男,1:11.0,クビ,**,13-12,36.3,14.3,6,500(+6),,,,[東]伊藤大士,ミルファーム,110.0
6,8,16,エースロッカー,セ4,57,岩部純二,1:11.1,クビ,**,7-7,37.2,10.2,4,486(-2),,,,[東]中川公成,西森功,
7,7,14,カバトット,セ6,57,田中勝春,1:11.1,アタマ,**,8-7,37.1,50.2,11,486(-8),,,,[西]森秀行,冨士井直哉,
8,8,15,ジオラマ,牡6,57,石橋脩,1:11.1,ハナ,**,12-12,36.5,14.0,5,526(-2),,,,[西]西園正都,Ｇ１レーシング,
9,4,8,シュピールカルテ,牝5,55,柴田大知,1:11.1,ハナ,**,1-2,37.9,59.4,13,480(+12),,,,[東]加藤士津,サラブレッドクラブ・ラフィアン,
10,4,7,カシマフウリン,牝4,52,菅原明良,1:11.1,アタマ,**,13-12,36.4,50.5,12,500(+18),,,,[東]加藤士津,松浦一久,
11,6,11,サンマルベスト,牡3,56,畑端省吾,1:11.2,クビ,**,10-10,36.9,46.7,10,476(+12),,,,[西]牧浦充徳,相馬勇,
12,2,4,ボストンテソーロ,牝3,54,三浦皇成,1:11.3,3/4,**,5-5,37.6,2.5,1,486(+2),,,,[東]田中博康,了徳寺健二ホールディングス,
13,5,9,リリーメーカー,牝5,53,木幡育也,1:11.6,1.1/2,**,10-10,37.3,288.7,16,508(+2),,,,[西]長谷川浩,阿部榮乃進,
14,7,13,ジュンパッション,牡4,57,武藤雅,1:12.1,3,**,5-5,38.5,6.2,3,478(+6),,,,[東]高柳瑞樹,河合純二,
15,3,5,サトノブレイズ,牡4,57,北村宏司,1:12.4,2,**,3-3,38.9,44.0,9,510(+14),,,,[東]萩原清,サトミホースカンパニー,
16,1,1,ウインバローラス,牡7,57,松岡正海,1:12.9,3,**,16-16,37.1,187.7,15,490(-4),,,,[東]奥平雅士,ウイン,
