着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,18,クロスセル,牝2,54,丸山元気,2:02.1,,**,2-3-2-2,35.9,7.4,4,524(+16),,,,[東]和田正一,Ｇ１レーシング,500.0
2,6,12,スペースシップ,牡2,55,丹内祐次,2:02.1,クビ,**,8-9-8-8,35.4,8.2,5,484(0),,,,[東]国枝栄,ビッグレッドファーム,200.0
3,3,5,ウインアルカンナ,牝2,54,原田和真,2:02.3,1.1/4,**,4-5-5-4,35.8,88.6,11,448(+2),,,,[東]武市康男,ウイン,130.0
4,6,11,スレプトン,牡2,55,石橋脩,2:02.4,1/2,**,7-5-5-4,35.9,4.1,1,440(-6),,,,[東]大和田成,社台レースホース,75.0
5,5,9,ホウオウトラスト,牡2,55,津村明秀,2:03.0,3.1/2,**,1-1-1-1,36.9,118.7,13,480(+2),,,,[東]池上昌和,小笹芳央,50.0
6,2,3,コスモレペティール,牝2,54,柴田大知,2:03.0,ハナ,**,9-8-8-8,36.3,46.2,9,432(+2),,,,[東]萱野浩二,ビッグレッドファーム,
7,5,10,ショウナンバトラー,牡2,53,木幡育也,2:03.1,3/4,**,2-2-2-2,36.9,13.0,6,498(0),,,,[東]奥村武,国本哲秀,
8,3,6,トーセンアーリー,牡2,54,野中悠太,2:03.3,1.1/4,**,15-16-17-12,35.6,13.3,7,516(+2),,,,[東]小桧山悟,島川隆哉,
9,1,2,フルールエトワール,牝2,54,三浦皇成,2:03.3,クビ,**,4-3-5-4,36.9,4.4,2,490(0),,,,[東]上原博之,高松悟,
10,7,13,スカイインパラ,牡2,55,木幡巧也,2:03.4,3/4,**,12-13-15-16,35.8,377.5,17,520(+10),,,,[東]栗田徹,小島俊治,
11,8,17,フォギーデイ,牝2,54,武藤雅,2:03.6,3/4,**,12-13-14-12,36.1,163.2,14,448(-2),,,,[東]水野貴広,岡田隆寛,
12,8,16,トーヨースターオー,牡2,55,吉田豊,2:03.8,1.1/4,**,4-5-2-4,37.5,5.6,3,536(0),,,,[東]土田稔,中嶋宏,
13,4,7,ラシカルガイブ,牝2,54,柴山雄一,2:03.8,アタマ,**,10-10-10-10,36.8,194.7,15,438(0),,,,[東]伊藤大士,ビッグレッドファーム,
14,7,14,トリッキーカフェ,牡2,55,大野拓弥,2:04.2,2.1/2,**,17-17-15-16,36.6,49.7,10,454(0),,,,[東]和田勇介,西川恭子,
15,7,15,プラトフエルテ,牝2,51,菅原明良,2:04.3,クビ,**,10-11-12-14,36.9,312.4,16,434(0),,,,[東]武市康男,ビッグレッドファーム,
16,1,1,コスモスピリット,牡2,55,嘉藤貴行,2:04.3,ハナ,**,15-13-12-14,36.9,419.0,18,416(+8),,,,[東]中野栄治,岡田繁幸,
17,2,4,サンコディー,牡2,55,横山和生,2:04.5,1.1/4,**,12-11-10-11,37.5,95.6,12,524(+14),,,,[東]杉浦宏昭,加藤ステーブル,
中,4,8,アドマイヤグルス,牡2,55,Ｍ．デム,,,**,18-17-18-18,,22.4,8,506(-4),,,,[東]上原博之,近藤利一,
