着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,レッドアダン,牡2,55,ビュイッ,1:48.9,,**,2-2-2-2,36.0,1.8,1,456(+4),,,,[東]尾関知人,東京ホースレーシング,500.0
2,7,13,ボマライン,牡2,55,勝浦正樹,1:49.1,1.1/2,**,1-1-1-1,36.3,21.1,5,470(+6),,,,[東]田村康仁,野嶋祥二,200.0
3,1,1,マイネルラクスマン,牡2,55,柴田大知,1:49.4,1.3/4,**,8-7-4-5,36.2,4.8,2,504(+6),,,,[東]金成貴史,サラブレッドクラブ・ラフィアン,130.0
4,4,8,ザンパータ,牡2,55,黛弘人,1:49.5,1/2,**,12-11-12-12,35.4,176.2,12,430(-2),,,,[東]田中博康,山口裕介,75.0
5,3,5,トーセンソワレ,牡2,54,野中悠太,1:49.5,クビ,**,2-2-4-4,36.4,141.6,10,472(+6),,,,[東]小桧山悟,島川隆哉,50.0
6,8,15,コスモイダマシネ,牡2,55,丹内祐次,1:49.6,1/2,**,8-7-7-7,36.2,96.9,9,450(+4),,,,[東]武藤善則,ビッグレッドファーム,
7,2,3,スキルショット,牡2,52,菅原明良,1:49.7,1/2,**,5-5-7-7,36.3,33.4,8,484(+2),,,,[東]加藤士津,横田恵子,
8,2,4,ウインランウェイ,牡2,55,松岡正海,1:49.7,ハナ,**,13-13-13-12,35.2,5.3,3,426(+2),,,,[東]金成貴史,ウイン,
9,5,9,サンシャインキッド,牡2,55,丸田恭介,1:49.8,クビ,**,5-5-4-5,36.7,22.9,6,434(-2),,,,[東]小西一男,田島榮二郎,
10,5,10,アイブランコ,牡2,54,菊沢一樹,1:49.9,1/2,**,10-12-11-9,36.0,17.5,4,494(+4),,,,[東]中野栄治,ライフエンタープライズ,
11,7,14,ナックペガサス,牡2,55,木幡初也,1:50.2,2,**,4-2-3-2,37.2,166.0,11,448(-2),,,,[東]杉浦宏昭,小松欣也,
12,1,2,シャドウパイレーツ,牡2,55,大野拓弥,1:50.4,1.1/4,**,5-7-9-9,36.6,31.1,7,488(0),,,,[東]勢司和浩,飯塚知一,
13,6,12,ホッコージュンレイ,牝2,53,武藤雅,1:50.5,3/4,**,14-14-14-14,35.8,180.2,13,434(-6),,,,[東]松永康利,北幸商事,
14,6,11,スタジアムロック,牡2,55,大庭和弥,1:50.8,1.1/2,**,16-16-16-15,35.4,633.2,16,480(-2),,,,[東]星野忍,田頭勇貴,
15,8,16,ロケットムーン,牝2,54,石川裕紀,1:51.4,3.1/2,**,10-7-9-9,37.7,409.8,15,400(+4),,,,[東]武市康男,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,
16,4,7,デルマジルコン,牝2,52,木幡育也,1:53.2,大,**,14-14-15-16,38.1,329.0,14,442(-4),,,,[東]堀井雅広,浅沼廣幸,
