着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,7,シングンマイケル,セ5,63,金子光希,4:38.9,,,3-5-2-1,13.6,4.4,2,458(0),,,,[東]高市圭二,伊坂重憲,"6,652.5"
2,3,5,ブライトクォーツ,牡5,63,熊沢重文,4:39.2,2,,3-2-1-2,13.6,21.0,6,478(+2),,,,[西]荒川義之,シルクレーシング,"2,615.0"
3,7,12,メイショウダッサイ,牡6,63,森一馬,4:39.6,2.1/2,,6-5-6-5,13.6,6.2,4,508(+8),,,,[西]飯田祐史,松本好雄,"1,707.5"
4,8,15,シンキングダンサー,牡6,63,石神深一,4:39.6,ハナ,,2-3-3-3,13.6,2.4,1,474(+2),,,,[東]武市康男,佐藤雄司,990.0
5,6,10,ルペールノエル,牡9,63,高田潤,4:39.8,1.1/2,,7-7-7-6,13.6,31.0,8,520(-6),,,,[西]藤原英昭,ヒダカ・ブリーダーズ・ユニオン,660.0
6,7,13,メドウラーク,牡8,63,北沢伸也,4:40.7,5,,3-3-4-3,13.7,21.1,7,500(+2),,,,[西]橋田満,吉田勝己,
7,2,2,ヨカグラ,セ6,63,西谷誠,4:42.7,大,,12-12-12-12,13.8,13.3,5,474(-4),,,,[西]中竹和也,社台レースホース,
8,4,6,シゲルロウニンアジ,牡6,63,植野貴也,4:43.2,3,,8-8-8-8,13.8,208.9,12,500(0),,,,[西]湯窪幸雄,森中蕃,
9,1,1,トーヨーピース,牡5,63,草野太郎,4:43.3,1/2,,13-13-10-10,13.8,161.5,11,474(+2),,,,[東]土田稔,中嶋宏,
10,5,9,ディライトフル,セ8,63,白浜雄造,4:43.4,3/4,,1-1-5-7,13.8,4.7,3,488(+4),,,,[西]大久保龍,ノースヒルズ,
11,8,14,セガールフォンテン,牡9,63,江田勇亮,4:43.5,クビ,,9-9-10-10,13.8,302.4,14,508(+2),,,,[東]石毛善彦,吉橋興生,
12,5,8,トラキアンコード,セ7,63,五十嵐雄,4:43.7,1.1/4,,10-10-9-9,13.8,62.7,9,506(+4),,,,[東]武市康男,原禮子,
13,2,3,サウスオブボーダー,牡6,63,平沢健治,4:46.0,大,,11-11-12-13,14.0,248.5,13,454(0),,,,[西]五十嵐忠,三田昌宏,
14,6,11,シュンクルーズ,牡7,63,大江原圭,4:49.5,大,,14-14-14-14,14.1,380.3,15,456(0),,,,[東]柄崎孝,村田滋,
15,3,4,スリーコーズライン,牡3,61,伊藤工真,4:49.9,2.1/2,,15-15-15-15,14.1,159.6,10,462(-2),,,,[東]柄崎孝,永井商事,
