着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,7,コパノキッキング,セ4,58,藤田菜七,1:09.3,,**,4-4,35.8,3.4,2,484(-1),,,,[西]村山明,小林祥晃,"3,656.7"
2,6,12,テーオージーニアス,牡4,56,丸山元気,1:09.7,2.1/2,**,11-11,35.4,5.5,3,504(-2),,,,[西]梅田智之,小笹公也,"1,416.2"
3,7,14,シュウジ,牡6,57,三浦皇成,1:09.7,ハナ,**,6-6,36.0,30.6,7,502(0),,,,[西]須貝尚介,安原浩司,908.1
4,5,10,レッドアネラ,牝4,54,内田博幸,1:09.9,1,**,2-2,36.9,23.3,6,494(-2),,,,[東]加藤征弘,東京ホースレーシング,540.0
5,2,4,ゴールドクイーン,牝4,55,古川吉洋,1:09.9,クビ,**,1-1,37.0,2.3,1,454(0),,,,[西]坂口智康,加藤充彦,360.0
6,8,15,ヒロシゲゴールド,牡4,56,津村明秀,1:10.0,1/2,**,3-3,36.8,9.0,4,470(-12),,,,[西]北出成人,ウエストヒルズ,
7,7,13,タテヤマ,牡5,56,大野拓弥,1:10.1,1/2,**,8-8,36.2,33.1,8,466(0),,,,[西]渡辺薫彦,小島將之,
8,1,1,ドリュウ,牡4,56,Ｍ．デム,1:10.2,1/2,**,15-15,35.1,16.3,5,452(+4),,,,[東]土田稔,ミルファーム,
9,2,3,ヒザクリゲ,牝4,54,石橋脩,1:10.3,1/2,**,13-12,35.7,66.2,10,438(-7),,,,[西]牧浦充徳,手嶋康雄,
10,5,9,オウケンビリーヴ,牝6,54,横山典弘,1:10.3,ハナ,**,10-10,36.3,59.5,9,486(-8),,,,[東]和田勇介,福井明,
11,3,6,ダノングッド,牡7,56,矢野貴之,1:10.3,アタマ,**,11-12,36.0,256.3,16,520(-10),,,,[地]宗形竹見,ダノックス,
12,6,11,ハニージェイド,牝5,54,柴山雄一,1:10.3,クビ,**,15-15,35.2,67.9,11,466(-6),,,,[西]鮫島一歩,吉田和子,
13,3,5,ハングリーベン,牡5,56,野中悠太,1:10.4,クビ,**,4-5,37.0,122.3,12,446(+4),,,,[東]武井亮,石瀬浩三,
14,8,16,オールドベイリー,セ5,56,武藤雅,1:10.9,3,**,8-8,37.0,132.3,13,462(-6),,,,[西]中内田充,ゴドルフィン,
15,1,2,ビップライブリー,牡6,56,北村宏司,1:10.9,アタマ,**,6-7,37.2,192.0,14,464(-6),,,,[西]清水久詞,鈴木邦英,
16,4,8,シャインヴィットゥ,牡5,56,田中勝春,1:11.3,2.1/2,**,13-12,36.8,237.7,15,500(-2),,,,[東]小野次郎,皆川博文,
