着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,スウィフトレイド,セ6,57,石橋脩,1:52.5,,**,13-14-16-10,37.1,17.1,6,506(+8),,,,[東]堀宣行,社台レースホース,"1,855.0"
2,4,8,レッドフレイ,牡4,57,ビュイッ,1:52.6,3/4,**,1-1-1-1,38.3,1.7,1,468(+4),,,,[東]木村哲也,東京ホースレーシング,740.0
3,7,13,ブライトンロック,牡5,57,田辺裕信,1:52.8,1.1/4,**,13-13-11-12,37.8,6.7,2,470(+4),,,,[東]田中清隆,坂巻勝彦,465.0
4,2,3,ライジングドラゴン,牡4,57,石川裕紀,1:52.9,1/2,**,5-4-5-2,38.4,21.0,7,448(+2),,,,[西]吉田直弘,鈴木義孝,270.0
5,4,7,グラスブルース,牡5,57,木幡巧也,1:53.1,1.1/2,**,9-9-8-6,38.2,30.8,10,518(0),,,,[東]牧光二,半沢,182.0
6,1,2,キーフラッシュ,牡4,57,武士沢友,1:53.4,1.1/2,**,7-7-5-6,38.8,16.7,5,492(+2),,,,[西]宮徹,北前孔一郎,
7,3,6,ダノンロイヤル,牡4,57,三浦皇成,1:53.4,クビ,**,15-14-11-13,38.3,10.5,3,538(+4),,,,[西]千田輝彦,ダノックス,
8,2,4,シベリウス,牡6,57,柴田善臣,1:53.9,3,**,10-9-2-2,39.5,65.4,12,474(+4),,,,[東]藤原辰雄,浅田次郎,
9,8,16,ジェミニズ,牡5,57,丸田恭介,1:54.0,3/4,**,16-16-14-14,38.8,22.7,8,528(+12),,,,[東]石栗龍彦,ライオンレースホース,
10,3,5,マイネルツァイト,牡5,57,柴田大知,1:54.2,3/4,**,10-11-8-10,39.3,74.1,13,506(0),,,,[東]大和田成,サラブレッドクラブ・ラフィアン,
11,8,15,オーヴォドーロ,牝4,55,大野拓弥,1:54.4,1.1/2,**,8-8-8-8,39.6,11.1,4,466(+2),,,,[東]久保田貴,諸江幸祐,
12,6,11,ベディヴィア,牡5,57,柴山雄一,1:54.5,3/4,**,6-6-5-5,39.9,157.7,14,470(+10),,,,[西]野中賢二,社台レースホース,
13,1,1,ディープオーパス,牡6,57,武藤雅,1:55.2,4,**,12-11-14-14,40.0,279.6,16,498(+2),,,,[西]藤岡健一,深見敏男,
14,5,9,グッドラックサマー,牡5,57,菅原明良,1:55.8,3.1/2,**,2-2-2-2,41.4,23.3,9,546(+2),,,,[東]尾形和幸,澤田孝之,
15,5,10,ボードウォーク,牝4,55,黛弘人,1:56.3,3,**,2-2-2-8,41.9,36.5,11,450(-2),,,,[西]矢作芳人,ヒダカ・ブリーダーズ・ユニオン,
16,7,14,ネイビーブルー,牡6,57,吉田豊,2:00.1,大,**,2-4-11-16,45.0,233.9,15,516(0),,,,[東]戸田博文,青芝商事,
