着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,エーポス,牝2,54,池添謙一,1:36.0,,**,2-3-3,35.0,2.1,1,462(0),,,,[西]北出成人,フジワラ・ファーム,700.0
2,1,2,ヴィンクーロ,牝2,54,柴山雄一,1:36.3,1.3/4,**,5-5-5,35.0,6.1,3,428(0),,,,[東]木村哲也,ＤＭＭドリームクラブ,280.0
3,3,6,サクセスハーモニー,牝2,54,大野拓弥,1:36.5,1,**,1-1-1,35.7,10.2,4,446(0),,,,[東]久保田貴,高嶋哲,180.0
4,7,13,ロビンザフィリー,牝2,54,ルメール,1:36.6,3/4,**,5-5-5,35.3,4.7,2,404(0),,,,[東]大和田成,嶋田賢,110.0
5,7,14,サクセスバローズ,牡2,55,北村宏司,1:36.9,2,**,10-9-8,35.3,21.4,6,442(0),,,,[西]清水久詞,猪熊広次,70.0
6,4,8,レリスタット,牝2,54,石橋脩,1:36.9,クビ,**,2-5-5,35.7,25.1,8,440(0),,,,[東]奥村武,下河辺牧場,
7,1,1,リーガルレディ,牝2,54,丸山元気,1:37.1,1.1/4,**,5-9-8,35.5,100.9,9,454(0),,,,[東]稲垣幸雄,芳賀滿男,
8,8,15,ペルセウスシチー,牡2,55,木幡巧也,1:37.1,クビ,**,13-14-13,35.0,202.0,12,456(0),,,,[東]池上昌和,友駿ホースクラブ,
9,6,12,エコロダンサー,牝2,54,丹内祐次,1:37.1,アタマ,**,15-15-15,34.9,401.3,16,424(0),,,,[東]根本康広,原村正紀,
10,2,4,プレミアムレイ,牝2,54,田辺裕信,1:37.1,アタマ,**,10-11-11,35.3,22.5,7,474(0),,,,[東]大竹正博,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,
11,4,7,ピュティ,牝2,54,武士沢友,1:37.1,アタマ,**,5-8-8,35.6,335.4,15,438(0),,,,[東]深山雅史,武田茂男,
12,8,16,ローズパルファン,牝2,54,江田照男,1:37.2,1/2,**,9-2-2,36.3,101.3,10,446(0),,,,[東]田中剛,友駿ホースクラブ,
13,6,11,ダイワセントライト,牡2,55,内田博幸,1:37.3,クビ,**,2-3-3,36.3,11.3,5,474(0),,,,[東]菊沢隆徳,大城敬三,
14,5,10,プリティアイドル,牝2,53,野中悠太,1:37.7,2.1/2,**,13-12-12,35.8,183.8,11,450(0),,,,[東]菊川正達,丸岡啓一,
15,5,9,リンドウ,牝2,54,宮崎北斗,1:37.8,1/2,**,16-16-16,35.2,228.2,14,442(0),,,,[東]中川公成,千葉正人,
16,2,3,ドゥマルセイユ,牝2,51,菅原明良,1:37.8,クビ,**,10-12-13,35.9,214.4,13,416(0),,,,[東]畠山吉宏,大塚亮一,
