着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,リョウランヒーロー,牡5,57,中越琉世,1:56.1,,**,12-12-5-5,39.1,24.0,8,484(+4),,,,[東]小野次郎,佐藤啓子,"1,544.8"
2,8,14,トレンドライン,牡5,57,長谷部駿,1:56.3,1.1/4,**,11-9-9-7,38.7,3.7,2,476(+4),,,,[東]金成貴史,サンデーレーシング,612.8
3,3,3,アルマスティング,セ3,56,山田敬士,1:56.3,ハナ,**,6-6-9-7,38.7,5.5,3,484(-2),,,,[東]田村康仁,コウトミックレーシング,386.4
4,8,13,ピボットポイント,牡4,57,小林凌大,1:56.4,3/4,**,4-4-6-6,39.2,22.7,7,484(+4),,,,[西]松下武士,シルクレーシング,230.0
5,1,1,コロニアルスタイル,牝5,55,坂井瑠星,1:56.7,1.3/4,**,9-9-13-13,38.5,30.4,9,466(+2),,,,[東]鈴木伸尋,吉田照哉,150.0
6,5,8,テンノサクラコ,牝6,55,石堂響,1:57.0,1.3/4,**,13-13-13-13,38.8,96.7,13,498(+12),,,,[東]小西一男,天白泰司,
7,3,4,シゲルポインター,牡5,57,岩田望来,1:57.1,3/4,**,1-1-1-1,40.5,13.3,6,480(-4),,,,[東]蛯名利弘,森中蕃,
8,7,12,ワイルドゲーム,牡6,57,菅原明良,1:57.1,クビ,**,14-13-2-2,40.5,67.6,12,498(+8),,,,[東]石栗龍彦,小林英一ホールディングス,
9,5,7,オンザロックス,牡6,57,桜井光輔,1:57.2,1/2,**,6-6-9-11,39.6,6.4,4,488(+6),,,,[西]森秀行,稻井田有司,
10,6,9,ケイツーリラ,牝4,55,松木大地,1:57.4,1.1/4,**,10-9-12-11,39.6,10.0,5,456(+14),,,,[東]鈴木伸尋,楠本勝美,
11,4,5,ダイシンインディー,牡3,56,西村淳也,1:57.5,クビ,**,2-2-3-2,40.8,3.5,1,534(+4),,,,[東]戸田博文,大八木信行,
12,6,10,ホノカ,牝5,55,岩本怜,1:57.5,クビ,**,3-3-3-2,40.8,45.4,10,478(0),,,,[東]菊川正達,岡田壮史,
13,7,11,シゲルヒスイ,牡3,56,服部寿希,1:57.7,1,**,6-6-7-7,40.4,46.4,11,488(+6),,,,[東]伊藤圭三,森中蕃,
14,4,6,クアトレフォイル,牡4,57,木本直,1:59.9,大,**,4-4-7-10,42.6,159.5,14,496(+2),,,,[東]稲垣幸雄,大塚亮一,
