着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,14,モルフェオルフェ,牝4,52,江田照男,1:34.1,,**,2-2-2,35.8,19.4,8,450(+10),,,,[東]大江原哲,並河賢一郎,"1,855.0"
2,6,12,ルーカス,牡4,56,Ｍ．デム,1:34.1,クビ,**,5-4-3,35.6,9.0,5,512(+8),,,,[東]堀宣行,シルクレーシング,740.0
3,1,1,レノーア,牝3,53,石川裕紀,1:34.2,1/2,**,3-4-5,35.7,7.9,4,416(+4),,,,[東]相沢郁,畑佐博,465.0
4,8,15,ルガールカルム,牝3,53,三浦皇成,1:34.4,1.1/4,**,14-10-11,35.5,3.8,1,472(+2),,,,[東]田村康仁,サンデーレーシング,270.0
5,2,3,リープフラウミルヒ,牝4,52,丹内祐次,1:34.4,ハナ,**,9-10-7,35.5,26.9,11,428(0),,,,[東]相沢郁,サラブレッドクラブ・ラフィアン,182.0
6,8,16,ボーダーオブライフ,牡5,54,伊藤工真,1:34.4,アタマ,**,7-6-6,35.7,74.5,14,498(+4),,,,[東]金成貴史,レッドマジック,
7,4,7,フレッチア,牡4,57,ルメール,1:34.5,3/4,**,14-12-11,35.5,5.3,3,492(+2),,,,[東]木村哲也,橋口,
8,5,9,チャンピオンルパン,牡8,55,横山和生,1:34.7,1.1/4,**,9-12-14,35.7,23.8,10,514(+10),,,,[東]勢司和浩,坪野谷和平,
9,2,4,ウインフェニックス,牡8,55,柴田大知,1:34.8,3/4,**,11-15-13,35.7,44.5,13,488(+8),,,,[東]奥平雅士,ウイン,
10,3,6,サンラモンバレー,牡4,55,福永祐一,1:34.9,クビ,**,3-3-3,36.5,31.8,12,492(0),,,,[西]池江泰寿,金子真人ホールディングス,
11,3,5,エクレアスパークル,牡5,55,石橋脩,1:34.9,アタマ,**,5-6-7,36.3,18.1,7,466(-2),,,,[東]大和田成,李柱坤,
12,1,2,ミッキーブリランテ,牡3,55,坂井瑠星,1:34.9,ハナ,**,7-9-7,36.1,5.1,2,464(+4),,,,[西]矢作芳人,野田みづき,
13,4,8,ソロフレーズ,牡4,54,大野拓弥,1:34.9,クビ,**,13-16-16,35.6,21.6,9,490(+2),,,,[東]栗田徹,ゴドルフィン,
14,6,11,サウンドマジック,牝5,52,井上敏樹,1:35.0,1/2,**,1-1-1,36.9,362.0,16,456(0),,,,[東]和田正一,増田雄一,
15,7,13,アンブロジオ,セ4,56,池添謙一,1:35.0,ハナ,**,11-6-7,36.4,112.1,15,454(-8),,,,[東]菊沢隆徳,シルクレーシング,
16,5,10,ネリッサ,牝3,52,北村宏司,1:35.7,4,**,14-12-14,36.7,16.8,6,436(+4),,,,[東]勢司和浩,木村廣太,
