着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,6,オジュウチョウサン,牡7,63,石神深一,4:43.0,,,2-2-2-1,13.3,1.5,1,510(+4),,,,[東]和田正一,チョウサン,"6,642.0"
2,7,9,アップトゥデイト,牡8,63,林満明,4:45.4,大,,1-1-1-2,13.4,2.3,2,534(-2),,,,[西]佐々木晶,今西宏枝,"2,612.0"
3,3,3,ニホンピロバロン,牡8,63,白浜雄造,4:46.8,9,,5-3-3-3,13.5,14.1,3,486(-10),,,,[西]田所秀孝,小林百太郎,"1,706.0"
4,5,5,ルペールノエル,牡8,63,高田潤,4:47.5,4,,7-7-6-5,13.5,45.8,5,512(-8),,,,[西]藤原英昭,ヒダカ・ブリーダーズ・ユニオン,990.0
5,7,10,テイエムオペラドン,牡9,63,中村将之,4:47.6,クビ,,8-8-6-5,13.5,291.0,11,496(-4),,,,[西]浜田多実,竹園正繼,660.0
6,6,8,クランモンタナ,牡9,63,熊沢重文,4:48.6,6,,3-4-5-7,13.6,194.5,8,482(-10),,,,[西]音無秀孝,社台レースホース,
7,2,2,シンキングダンサー,牡5,63,金子光希,4:48.8,1.1/4,,6-6-4-4,13.6,58.5,6,468(-2),,,,[東]武市康男,佐藤雄司,
8,6,7,メイショウアラワシ,牡7,63,森一馬,4:50.8,大,,9-10-10-9,13.7,208.0,9,476(-4),,,,[西]安達昭夫,松本好雄,
9,1,1,サンレイデューク,牡10,63,難波剛健,4:50.8,ハナ,,9-9-8-8,13.7,141.8,7,466(+4),,,,[西]高橋義忠,永井啓弍,
10,8,11,トーセンメリッサ,牝6,61,大江原圭,4:53.2,大,,11-11-11-10,13.8,279.5,10,472(-6),,,,[東]小桧山悟,島川隆哉,
11,8,12,サムライフォンテン,牡5,63,高野和馬,4:58.2,大,,12-12-12-12,14.0,413.2,12,478(+4),,,,[東]石毛善彦,吉橋興生,
12,4,4,マイネルクロップ,牡8,63,山本康志,5:00.4,大,,3-4-9-11,14.1,25.2,4,522(+2),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,
