着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ワンダーヴィーヴァ,牡8,57,丸山元気,1:10.8,,**,3-3,35.9,207.1,15,572(+12),,,,[西]笹田和秀,山本能成,"1,854.3"
2,2,4,タガノヴィッター,牡5,57,Ｍ．デム,1:10.8,クビ,**,7-6,35.5,2.8,1,510(-4),,,,[西]牧浦充徳,八木良司,739.8
3,6,11,スズカグラーテ,牝4,55,戸崎圭太,1:10.9,1/2,**,2-2,36.1,11.5,5,458(0),,,,[東]柄崎孝,永井啓弍,464.9
4,2,3,ヨンカー,セ5,57,津村明秀,1:11.0,1/2,**,1-1,36.3,4.8,2,538(-6),,,,[東]和田正一,吉田和美,270.0
5,1,2,プレシャスエース,牡5,57,木幡初広,1:11.1,1/2,**,4-3,36.1,23.2,9,510(+4),,,,[東]栗田博憲,鈴木芳夫,182.0
6,5,9,ヒカリマサムネ,牡8,57,江田照男,1:11.4,1.3/4,**,9-9,35.8,155.8,14,462(+4),,,,[東]池上昌和,ヒカリクラブ,
7,8,15,ワンダーサジェス,牝5,55,ルメール,1:11.4,クビ,**,7-8,36.1,5.2,3,484(-4),,,,[西]石橋守,山本能成,
8,4,7,ビックリシタナモー,牡4,57,藤田菜七,1:11.5,1/2,**,9-10,35.9,9.8,4,512(-6),,,,[西]音無秀孝,小田切有一,
9,3,6,ブラインドサイド,セ9,57,吉田隼人,1:11.5,アタマ,**,14-13,35.3,29.4,10,500(-4),,,,[東]加藤征弘,いとはんホールディングス,
10,4,8,マイネルエスパス,牡6,57,柴田大知,1:11.6,1/2,**,5-5,36.5,18.3,7,532(+4),,,,[東]菊川正達,サラブレッドクラブ・ラフィアン,
11,6,12,タイセイプレシャス,セ6,57,大野拓弥,1:11.8,1.1/4,**,14-15,35.6,38.0,11,466(-4),,,,[東]池上昌和,田中成奉,
12,1,1,インディーズゲーム,牡10,57,田中勝春,1:11.8,ハナ,**,11-11,35.9,101.0,12,478(-10),,,,[東]宗像義忠,薗部博之,
13,8,16,ゲマインシャフト,セ8,57,藤岡佑介,1:12.0,1.1/2,**,14-15,35.8,266.5,16,496(-8),,,,[東]伊藤大士,丸山担,
14,7,14,クワドループル,牡6,57,蛯名正義,1:12.1,1/2,**,11-12,36.1,107.1,13,496(-8),,,,[東]和田勇介,ゴドルフィン,
15,3,5,リンガスウーノ,牝5,55,田辺裕信,1:12.3,1.1/4,**,5-6,37.2,12.3,6,484(-14),,,,[東]高橋祥泰,伊藤巖,
16,7,13,グラスエトワール,牝6,55,勝浦正樹,1:12.4,3/4,**,11-13,36.5,22.8,8,492(-2),,,,[東]牧光二,半沢,
