着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,4,ラプターゲイル,牝3,54,柴田大知,1:13.7,,**,5-5,37.8,40.2,11,422(-10),,,,[東]田中博康,ビッグレッドファーム,500.0
2,5,10,エルフィ,牝3,54,吉田隼人,1:13.8,3/4,**,1-1,38.3,18.0,6,440(+4),,,,[東]宗像義忠,本間充,200.0
3,7,13,バットオールソー,牡3,56,田辺裕信,1:13.8,クビ,**,2-2,38.1,2.3,1,450(-4),,,,[東]大和田成,久保田定,130.0
4,2,3,ルリエフ,牝3,52,武藤雅,1:14.2,2.1/2,**,9-7,37.8,18.8,7,464(-6),,,,[東]竹内正洋,菅井牧場,75.0
5,8,15,フジサンデルタ,牡3,56,三浦皇成,1:14.3,1/2,**,12-12,37.3,30.1,9,488(-2),,,,[東]武市康男,藤田秀行,50.0
6,1,1,トップフィリア,牡3,55,井上敏樹,1:14.6,1.1/2,**,9-11,38.2,7.4,3,460(+2),,,,[東]斎藤誠,金山克己,
7,4,7,フチコマ,牡3,55,木幡初也,1:14.6,アタマ,**,5-7,38.6,38.5,10,500(-2),,,,[東]水野貴広,ディアレストクラブ,
8,6,12,セイユウガッツ,牡3,56,松山弘平,1:15.1,3,**,2-2,39.5,143.0,13,462(-4),,,,[東]加藤和宏,松岡正二,
9,3,5,セイウングラッパ,牡3,53,木幡育也,1:15.2,1/2,**,16-16,37.1,306.1,16,444(-2),,,,[東]伊藤圭三,西山茂行,
10,6,11,アテナリ,牝3,54,嘉藤貴行,1:15.7,3,**,2-2,40.1,8.0,4,464(-2),,,,[東]田島俊明,林弘之,
11,4,8,タマモビックリ,牡3,56,黛弘人,1:15.9,1.1/4,**,15-15,38.3,210.5,15,500(+6),,,,[東]伊藤圭三,タマモ,
12,8,16,ラヴィーズロマーン,牡3,56,田中勝春,1:16.0,1/2,**,14-13,38.8,4.5,2,452(+2),,,,[東]手塚貴久,藤田在子,
13,5,9,グローリアスダイナ,牝3,54,江田照男,1:16.1,1/2,**,5-5,40.2,154.5,14,486(+2),,,,[東]小野次郎,日下部勝徳,
14,1,2,サウストラベラー,牡3,56,松岡正海,1:16.1,クビ,**,9-7,39.7,19.3,8,468(-2),,,,[東]伊藤伸一,コスモヴューファーム,
15,7,14,オンベンデッドニー,牡3,56,武士沢友,1:16.3,1.1/4,**,5-7,40.4,98.6,12,462(-6),,,,[東]南田美知,藤本幸雄,
16,3,6,セクシイストリー,牝3,54,北村宏司,1:16.5,3/4,**,13-14,39.4,14.6,5,480(-10),,,,[東]谷原義明,平岡茂樹,
