着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,フクキタル,牝3,54,ルメール,1:56.5,,**,4-5-3-3,40.7,4.1,2,438(+6),,,,[東]竹内正洋,佐藤範夫,500.0
2,8,15,イディナローク,牝3,54,幸英明,1:56.6,3/4,**,15-15-9-6,39.7,28.0,8,454(-6),,,,[東]蛯名利弘,吉田千津,200.0
3,6,12,イセベル,牝3,51,木幡育也,1:56.9,1.3/4,**,7-6-5-5,40.9,3.0,1,446(+4),,,,[東]大江原哲,谷掛龍夫,130.0
4,4,7,パチュリー,牝3,54,真島大輔,1:57.0,1/2,**,3-3-2-2,41.4,17.2,6,442(-2),,,,[東]金成貴史,片山晃,75.0
5,1,2,グリズリダンス,牝3,54,津村明秀,1:57.0,ハナ,**,1-1-1-1,41.5,19.4,7,458(-6),,,,[東]相沢郁,石瀬浩三,50.0
6,1,1,アイリッシュハート,牝3,54,石橋脩,1:57.7,4,**,4-3-3-3,41.9,4.4,3,472(-8),,,,[東]和田正一,スピードファーム,
7,2,3,アルマアルジーヌ,牝3,53,木幡巧也,1:58.0,1.3/4,**,13-12-10-10,41.0,76.3,11,478(-2),,,,[東]高橋文雅,コウトミックレーシング,
8,5,10,ロブラリア,牝3,54,内田博幸,1:58.4,2.1/2,**,7-9-10-9,41.4,5.7,4,462(-2),,,,[東]田村康仁,ディアレストクラブ,
9,3,5,ハッピーメモリアル,牝3,54,柴田大知,1:59.1,4,**,9-6-6-7,42.7,90.2,12,470(0),,,,[東]和田雄二,友駿ホースクラブ,
10,6,11,クリームヒルト,牝3,54,蛯名正義,1:59.9,5,**,11-9-8-8,43.3,43.3,9,466(+2),,,,[東]和田勇介,サンデーレーシング,
11,4,8,ハヴアサニーデイ,牝3,54,丹内祐次,2:00.3,2.1/2,**,12-12-13-13,42.7,206.0,13,414(-6),,,,[東]伊藤伸一,サラブレッドクラブ・ラフィアン,
12,7,14,ルフィーナ,牝3,54,武士沢友,2:01.2,5,**,13-14-13-12,43.6,44.0,10,460(-2),,,,[東]大竹正博,小川眞査雄,
13,2,4,ヤマタケクッキー,牝3,54,岩部純二,2:01.7,3,**,2-2-6-10,45.3,284.4,14,490(-2),,,,[東]萱野浩二,山中和子,
14,3,6,ゴッデスオブエッジ,牝3,54,松岡正海,2:03.0,8,**,4-6-12-13,45.6,16.9,5,474(0),,,,[東]中舘英二,コスモヴューファーム,
15,8,16,ベリロス,牝3,54,伴啓太,2:03.9,5,**,16-16-16-16,45.1,542.5,16,418(-18),,,,[東]柴田政人,加藤徹,
16,7,13,シバノキャンドル,牝3,54,嶋田純次,2:05.2,8,**,9-9-15-15,47.2,360.1,15,422(-16),,,,[東]星野忍,柴一男,
