着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,ラストプリマドンナ,牝3,54,戸崎圭太,1:08.9,,**,10-8,33.7,1.7,1,426(-2),,,,[東]和田正一,シルクレーシング,720.0
2,7,14,キングドンドルマ,牡3,56,田中勝春,1:09.1,1.1/4,**,4-3,34.6,33.2,8,456(-12),,,,[東]伊藤伸一,田頭勇貴,290.0
3,8,16,セイウンミツコ,牝3,54,三浦皇成,1:09.1,ハナ,**,2-2,35.1,4.7,2,442(+6),,,,[東]杉浦宏昭,西山茂行,180.0
4,6,12,フェールデュビアン,牝3,54,石橋脩,1:09.1,アタマ,**,1-1,35.2,10.5,4,450(-4),,,,[西]佐々木晶,ヒダカ・ブリーダーズ・ユニオン,110.0
5,4,8,セイウンリリシイ,牝3,52,武藤雅,1:09.3,1.1/4,**,3-3,35.1,8.2,3,458(-2),,,,[東]水野貴広,西山茂行,72.0
6,7,13,エトナ,牡3,56,内田博幸,1:09.5,1,**,9-6,34.6,102.6,11,484(-2),,,,[東]栗田博憲,岡田牧雄,
7,4,7,ルリハリ,牝3,54,嘉藤貴行,1:09.6,3/4,**,10-10,34.5,22.5,6,418(-4),,,,[東]萱野浩二,ビッグレッドファーム,
8,3,6,ヤマノグラップル,牡3,56,蛯名正義,1:09.7,1/2,**,5-5,35.0,49.2,9,464(-6),,,,[東]田中清隆,澤村敏雄,
9,1,1,タイキサターン,牡3,56,北村宏司,1:09.7,ハナ,**,7-10,34.9,18.1,5,486(+2),,,,[西]高野友和,大樹ファーム,
10,6,11,アルマユディト,牝3,54,松岡正海,1:09.7,クビ,**,5-6,35.1,23.0,7,480(-4),,,,[東]中舘英二,コウトミックレーシング,
11,2,4,ケンデスティニー,牡3,56,江田照男,1:10.3,3.1/2,**,7-8,35.5,104.4,12,476(+2),,,,[西]森秀行,中西宏彰,
12,5,9,ウメタロウ,牡3,56,大野拓弥,1:10.3,クビ,**,10-12,35.2,50.5,10,486(-8),,,,[東]伊藤大士,ミルファーム,
13,1,2,パッセ,牝3,54,武士沢友,1:10.5,1.1/2,**,13-13,35.1,336.7,15,500(+6),,,,[東]蛯名利弘,ミルファーム,
14,5,10,マイネルレヴリー,牡3,56,柴田大知,1:10.5,ハナ,**,14-14,34.9,183.1,13,452(0),,,,[東]栗田博憲,サラブレッドクラブ・ラフィアン,
15,8,15,フレンドアリス,牝3,54,柴田善臣,1:11.2,4,**,15-15,35.3,361.7,16,452(0),,,,[東]南田美知,横尾晴人,
16,2,3,マインキング,牡3,56,村田一誠,1:11.2,アタマ,**,16-16,35.0,241.2,14,468(0),,,,[東]萱野浩二,峰哲馬,
