着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,7,ブライトリビング,牝5,55,大野拓弥,1:53.3,,**,3-3-4-2,38.4,1.6,1,484(+6),,,,[東]久保田貴,社台レースホース,750.0
2,7,8,アルセナーレ,牝5,55,三浦皇成,1:53.4,1/2,**,1-1-1-1,38.8,9.6,4,522(-4),,,,[東]新開幸一,ロードホースクラブ,300.0
3,8,10,ショーカノン,牝4,55,津村明秀,1:53.4,アタマ,**,3-3-2-2,38.6,19.7,6,502(0),,,,[東]鈴木伸尋,吉冨学,190.0
4,8,11,プリエンプト,牝4,55,ミナリク,1:53.7,1.3/4,**,2-2-2-2,39.0,11.4,5,482(+6),,,,[東]斎藤誠,社台レースホース,110.0
5,5,5,グレイスニコ,牝4,55,田中勝春,1:54.0,1.3/4,**,5-6-5-5,38.4,4.8,2,468(0),,,,[東]土田稔,島川隆哉,75.0
6,1,1,ハートオブスワロー,牝4,55,勝浦正樹,1:54.1,3/4,**,9-9-10-8,38.0,67.8,7,436(+6),,,,[東]粕谷昌央,ターフ・スポート,
7,6,6,クイックモーション,牝5,55,ルメール,1:54.5,2.1/2,**,8-8-7-7,38.7,6.7,3,472(+4),,,,[東]木村哲也,キャロットファーム,
8,7,9,シチテンハッキ,牝4,53,武藤雅,1:54.8,1.3/4,**,5-5-5-6,39.2,188.4,9,454(0),,,,[東]高橋祥泰,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,
9,3,3,シトロン,牝5,55,岩部純二,1:55.2,2.1/2,**,9-9-8-8,39.2,288.5,10,460(+8),,,,[東]田中清隆,ミルファーム,
10,2,2,デフィニール,牝5,55,丸山元気,1:55.3,1/2,**,11-11-11-10,39.0,76.7,8,474(+4),,,,[東]矢野英一,ローレルレーシング,
11,4,4,リュウシンローズ,牝4,52,木幡育也,1:55.5,3/4,**,7-7-8-10,39.5,294.6,11,454(+2),,,,[東]堀井雅広,浜本牧場,
