着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,8,ギブアンドテイク,セ7,53,岩田康誠,2:01.7,,**,8-9-9-8,35.8,21.3,6,472(-16),,,,[東]和田勇介,嶋田賢,"1,525.2"
2,3,3,ロードプレミアム,牡5,55,三浦皇成,2:02.0,2,**,7-7-7-4,36.4,12.0,3,490(0),,,,[東]斎藤誠,ロードホースクラブ,607.2
3,2,2,サンシロウ,牡4,54,内田博幸,2:02.1,3/4,**,8-9-9-10,36.2,26.1,9,494(0),,,,[東]柄崎孝,三度屋,383.6
4,6,6,ブラックプラチナム,牡5,57,ルメール,2:02.3,1.1/4,**,3-3-4-4,37.0,1.4,1,496(0),,,,[東]栗田博憲,吉田勝己,230.0
5,1,1,サブライムカイザー,牡6,56,大野拓弥,2:02.4,3/4,**,8-7-7-8,36.8,6.9,2,504(0),,,,[東]池上昌和,ヒダカ・ブリーダーズ・ユニオン,150.0
6,5,5,シャインアロー,セ6,54,田辺裕信,2:02.6,1.1/4,**,5-5-4-2,37.3,18.5,5,460(-4),,,,[東]柴田政人,岡田勇,
7,8,9,マイネルユニブラン,牡4,55,石橋脩,2:02.7,1/2,**,3-3-2-1,37.6,25.7,8,520(0),,,,[東]高橋裕,サラブレッドクラブ・ラフィアン,
8,7,7,ピッツバーグ,セ5,54,柴田大知,2:02.7,ハナ,**,1-1-2-4,37.7,49.8,10,504(+2),,,,[西]矢作芳人,ラ・メール,
9,4,4,レッドカイザー,セ7,54,福永祐一,2:03.3,3.1/2,**,5-5-4-4,38.0,13.7,4,488(-2),,,,[西]寺島良,東京ホースレーシング,
10,8,10,レッドアルティスタ,セ6,54,藤岡佑介,2:03.6,2,**,2-2-1-2,38.6,21.7,7,468(-2),,,,[西]斉藤崇史,東京ホースレーシング,
