着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,デジタルフラッシュ,牡7,57,北村宏司,2:36.2,,**,5-6-8-5,37.9,44.9,9,474(-4),,,,[東]杉浦宏昭,シルクレーシング,"1,050.0"
2,8,13,サノサマー,牡4,56,勝浦正樹,2:36.2,クビ,**,10-10-5-5,38.1,2.8,1,472(+4),,,,[東]中舘英二,佐野信幸,420.0
3,7,11,リキサンダイオー,牡5,57,黛弘人,2:36.2,ハナ,**,2-2-2-2,38.4,5.4,3,458(-6),,,,[東]奥平雅士,ハイパワー商事,260.0
4,5,6,コスモバーダン,牡6,55,武藤雅,2:36.6,2.1/2,**,2-3-4-3,38.6,160.8,13,512(-6),,,,[東]水野貴広,ビッグレッドファーム,160.0
5,4,4,サラセニア,牡5,57,田辺裕信,2:36.7,3/4,**,11-11-12-8,38.0,7.3,4,478(+2),,,,[東]小西一男,平本敏夫,105.0
6,6,8,ダウンザライン,牡4,56,柴山雄一,2:36.8,クビ,**,11-11-10-8,38.3,44.2,8,476(-2),,,,[東]小野次郎,Ｂａｓｉｃ,
7,7,10,カブキモノ,牡5,57,内田博幸,2:36.8,クビ,**,1-1-1-1,39.1,11.5,6,500(-4),,,,[東]武市康男,國分純,
8,3,3,スズカロング,牡4,56,石橋脩,2:36.9,1/2,**,4-3-2-3,39.0,4.7,2,480(+4),,,,[西]橋田満,永井啓弍,
9,5,7,シフォンカール,牝5,52,藤田菜七,2:37.6,4,**,7-7-10-10,39.1,56.8,11,452(+2),,,,[東]奥平雅士,シルクレーシング,
10,4,5,ベストドリーム,牡7,57,柴田大知,2:37.8,1.1/4,**,13-13-13-12,39.0,100.6,12,482(-6),,,,[東]松山将樹,堀口晴男,
11,6,9,メガフレア,牡4,56,三浦皇成,2:38.2,2.1/2,**,8-8-5-10,40.0,18.3,7,484(-4),,,,[西]加用正,宮川純造,
12,8,12,セイカエドミザカ,牡5,57,津村明秀,2:38.2,ハナ,**,5-5-5-5,40.1,45.4,10,482(-6),,,,[東]相沢郁,久米大,
13,1,1,サトノシャーク,牡4,56,ミナリク,2:39.1,5,**,8-8-9-12,40.7,8.1,5,518(-6),,,,[西]池江泰寿,サトミホースカンパニー,
