着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,グットクルサマー,牡3,56,柴山雄一,1:35.3,,**,8-3-2,34.3,56.0,9,492(-2),,,,[東]国枝栄,アフロｉｎＥｌＰａｓｏ,500.0
2,2,4,バルトフォンテン,牡3,56,内田博幸,1:35.5,1.1/4,**,1-1-1,34.8,4.3,2,490(+2),,,,[東]高橋裕,吉橋興生,200.0
3,4,7,ラカージェ,牡3,56,和田竜二,1:35.6,3/4,**,8-9-6,34.0,6.0,4,506(-4),,,,[東]大竹正博,Ｇ１レーシング,130.0
4,6,12,ソーラーフレア,牡3,56,津村明秀,1:35.9,2,**,2-2-2,35.1,4.6,3,448(-16),,,,[東]高柳瑞樹,ゴドルフィン,75.0
5,3,6,グローリーシーカー,牡3,56,大野拓弥,1:35.9,クビ,**,14-12-7,34.1,3.7,1,426(-14),,,,[東]古賀慎明,吉田照哉,50.0
6,1,2,オールステリーナ,牝3,51,藤田菜七,1:36.1,1.1/4,**,14-15-9,33.8,72.9,11,460(0),,,,[東]黒岩陽一,宮田守,
7,4,8,フルコスト,牡3,56,的場勇人,1:36.4,1.3/4,**,2-3-4,35.3,20.1,7,442(-2),,,,[東]的場均,福田光博,
8,5,10,マインプリンセス,牝3,51,菊沢一樹,1:36.6,1.1/4,**,8-7-7,35.3,306.6,14,386(-12),,,,[東]的場均,峰哲馬,
9,6,11,ムールヴェードル,牝3,54,石橋脩,1:37.0,2.1/2,**,4-3-4,35.9,6.1,5,514(+12),,,,[東]手塚貴久,キャロットファーム,
10,2,3,ヴィヤンシーコ,牡3,56,北村宏司,1:37.1,1/2,**,8-11-13,35.4,26.1,8,426(-8),,,,[東]新開幸一,栗坂崇,
11,8,16,ゼネラルマッターレ,牝3,51,山田敬士,1:37.2,1/2,**,7-9-9,35.6,431.1,16,434(+8),,,,[東]小桧山悟,ジェネラルレーシング,
12,3,5,パーキー,牝3,51,木幡育也,1:38.2,6,**,4-8-11,36.8,204.8,12,432(-8),,,,[東]矢野英一,山住勲,
13,1,1,デルマシードル,牝3,54,蛯名正義,1:38.3,クビ,**,16-15-12,36.0,16.3,6,428(0),,,,[東]和田勇介,浅沼廣幸,
14,8,15,デルエデン,牝3,54,ミナリク,1:38.6,2,**,12-13-13,36.7,68.3,10,416(0),,,,[東]金成貴史,藤沼利夫,
15,5,9,ブラウンモッソ,牝3,54,丸山元気,1:42.7,大,**,13-14-15,40.7,241.4,13,408(+4),,,,[東]田村康仁,キャピタルクラブ,
16,7,14,トーシンラルジャン,牝3,54,柴田大知,1:45.1,大,**,4-3-15,44.1,309.3,15,418(+12),,,,[東]清水英克,長井純一,
