着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,4,4,ソロフレーズ,牡4,55,江田照男,1:33.5,,**,10-11-12,34.0,7.1,3,482(0),,,,[東]栗田徹,ゴドルフィン,"1,533.6"
2,5,7,エミーリオ,牡5,54,田中勝春,1:33.5,クビ,**,7-5-5,34.5,17.5,8,494(0),,,,[東]田中剛,加藤誠,609.6
3,3,3,アイスフィヨルド,牡4,56,内田博幸,1:33.7,1,**,6-7-9,34.5,2.9,1,446(-2),,,,[東]武藤善則,佐々木雄二,384.8
4,8,12,ナムラムツゴロー,牡4,53,鮫島良太,1:33.9,1.1/4,**,2-2-2,35.2,15.5,7,480(0),,,,[西]長谷川浩,奈村信重,230.0
5,8,13,ワールドヘリテージ,牡4,55,田辺裕信,1:33.9,アタマ,**,9-7-7,34.6,4.3,2,454(-10),,,,[東]金成貴史,谷岡毅,150.0
6,7,10,ベストリゾート,牡5,55,柴山雄一,1:33.9,クビ,**,11-11-11,34.4,13.8,6,484(-12),,,,[東]木村哲也,保坂和孝,
7,7,11,スズカアーチスト,牝4,51,菅原明良,1:34.0,1/2,**,3-3-3,35.2,80.7,12,470(+4),,,,[東]伊藤圭三,永井啓弍,
8,1,1,エアシーラン,牡7,50,大塚海渡,1:34.1,1/2,**,4-3-3,35.3,58.9,11,486(-6),,,,[西]小崎憲,村田裕子,
9,5,6,ヴィータファン,セ6,54,野中悠太,1:34.1,クビ,**,1-1-1,35.6,12.8,5,470(-4),,,,[東]黒岩陽一,猿田栄二,
10,4,5,シンボリタピット,牡7,54,武藤雅,1:34.2,クビ,**,4-5-5,35.2,24.0,10,494(+4),,,,[東]久保田貴,シンボリ牧場,
11,6,9,ディアジラソル,牝4,52,吉田豊,1:34.4,1.1/2,**,11-10-7,35.0,18.9,9,444(+4),,,,[東]高橋裕,ディアレストクラブ,
12,6,8,ユメノマイホーム,牝7,50,伊藤工真,1:34.5,1/2,**,11-13-12,34.9,83.8,13,468(+2),,,,[東]伊藤伸一,ミルファーム,
13,2,2,ミッキーボニータ,牡4,55,松岡正海,1:34.7,1.1/4,**,8-7-9,35.4,7.4,4,460(0),,,,[東]萩原清,野田みづき,
