着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,5,ミラビリア,牝4,55,大野拓弥,1:55.1,,**,2-2-1-1,37.9,3.7,3,466(+2),,,,[東]中舘英二,ノルマンディーサラブレッドレーシング,750.0
2,8,10,ビジョッテ,牝5,55,田辺裕信,1:55.2,1/2,**,8-8-6-4,37.6,2.6,1,508(0),,,,[東]小笠倫弘,古川智洋,300.0
3,7,7,シャドウアイランド,牝4,55,蛯名正義,1:55.3,1/2,**,4-4-3-2,38.0,3.4,2,468(+12),,,,[東]藤沢和雄,飯塚知一,190.0
4,2,2,タキオンレイ,牝5,52,菅原明良,1:56.3,6,**,10-10-10-7,38.3,59.7,9,486(+2),,,,[東]深山雅史,小林博雄,110.0
5,6,6,グログラン,牝4,55,武士沢友,1:56.3,クビ,**,6-5-6-4,38.8,9.2,4,476(+2),,,,[東]林徹,藤澤眞佐子,75.0
6,1,1,プリンセスヨウク,牝5,55,江田照男,1:56.7,2.1/2,**,6-7-8-10,38.9,21.0,6,452(0),,,,[東]石栗龍彦,ライオンレースホース,
7,8,9,フレンドアリス,牝4,55,吉田豊,1:56.8,3/4,**,8-8-8-7,38.9,33.3,8,460(+2),,,,[東]南田美知,横尾晴人,
8,4,4,クードロア,牝4,53,野中悠太,1:57.4,3.1/2,**,5-5-5-7,40.0,17.8,5,442(-4),,,,[西]斉藤崇史,吉田照哉,
9,7,8,パリスハート,牝4,55,石川裕紀,1:57.8,2.1/2,**,3-3-3-2,40.5,24.0,7,450(0),,,,[東]小笠倫弘,日下幸徳,
10,3,3,ジスモンダ,牝4,55,岩部純二,1:59.1,8,**,1-1-2-4,41.9,130.4,10,474(0),,,,[東]加藤士津,ミルファーム,
