着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,6,オメガドラクロワ,牡5,57,石橋脩,2:37.6,,**,3-3-3-2,36.8,6.2,3,464(+10),,,,[東]堀宣行,原禮子,"1,100.0"
2,8,10,ヴィジョンオブラヴ,牡4,56,三浦皇成,2:37.9,2,**,9-9-1-1,37.3,11.8,7,486(-2),,,,[東]新開幸一,大塚亮一,440.0
3,3,3,イルフォーコン,牡6,57,松岡正海,2:38.5,3.1/2,**,7-7-6-5,37.4,2.6,1,466(-6),,,,[東]武市康男,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,280.0
4,7,8,スズカロング,牡5,57,横山典弘,2:38.7,1,**,3-3-7-7,37.5,5.7,2,490(+2),,,,[西]橋田満,永井啓弍,170.0
5,4,4,エムオーグリッタ,牡5,57,勝浦正樹,2:39.0,2,**,2-2-2-2,38.3,7.3,5,500(+2),,,,[東]古賀慎明,大浅貢,110.0
6,7,7,アバオアクー,牡7,57,大野拓弥,2:39.0,クビ,**,7-7-9-8,37.4,10.2,6,526(-2),,,,[東]新開幸一,外池榮一郎,
7,1,1,ワイルドゲーム,牡6,57,ミナリク,2:39.3,2,**,10-10-4-6,38.3,7.2,4,502(0),,,,[東]石栗龍彦,小林英一ホールディングス,
8,5,5,サノノカガヤキ,牡6,54,菅原明良,2:39.5,1.1/4,**,1-1-4-4,38.5,16.5,8,506(+2),,,,[東]尾形和幸,佐野信幸,
9,8,9,カタヨクノテンシ,牡6,57,石川裕紀,2:40.4,5,**,5-5-8-8,39.0,55.0,9,496(+10),,,,[西]飯田雄三,協和牧場,
10,2,2,フジマサクラウン,牡8,57,内田博幸,2:41.0,3.1/2,**,5-5-9-10,39.5,100.1,10,522(-6),,,,[東]松永康利,藤原正一,
