着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ベンガラグンジョウ,牡3,56,田辺裕信,1:56.3,,**,5-5-3-2,38.1,1.9,1,520(-8),,,,[東]伊藤大士,諸江幸祐,500.0
2,7,14,リワードアンヴァル,牡3,56,三浦皇成,1:56.3,アタマ,**,2-2-2-1,38.2,6.1,3,494(+6),,,,[東]藤原辰雄,宮崎冴子,200.0
3,1,1,ゴー,牡3,56,松岡正海,1:58.3,大,**,12-7-4-4,39.9,20.4,5,496(-4),,,,[東]伊藤伸一,グリーンスウォード,130.0
4,3,5,マキ,牡3,56,石橋脩,1:58.7,2.1/2,**,1-1-1-2,40.6,3.3,2,536(+8),,,,[東]手塚貴久,吉田和美,75.0
5,6,11,ワンダーヴァレッタ,牡3,56,戸崎圭太,1:58.8,3/4,**,8-10-9-7,39.8,16.3,4,442(+6),,,,[東]中野栄治,山口正行,50.0
6,2,3,モントカイザー,セ3,56,丹内祐次,1:59.0,1.1/4,**,5-5-4-5,40.6,74.4,10,466(0),,,,[東]尾形和幸,岡田牧雄,
7,7,13,シュリュッセル,牡3,53,菅原明良,1:59.2,3/4,**,8-7-8-6,40.3,235.7,14,512(-6),,,,[東]田中清隆,嶋田賢,
8,6,12,ヴァンキッシュアイ,牡3,55,木幡巧也,1:59.5,2,**,10-12-10-9,40.1,203.9,13,458(-2),,,,[東]新開幸一,会田浩史,
9,1,2,フィストバンプ,牡3,56,蛯名正義,1:59.9,2.1/2,**,12-13-12-12,40.3,152.6,12,480(-2),,,,[東]松永康利,小林竜太郎,
10,3,6,パワーリンク,牡3,56,江田照男,2:00.3,2.1/2,**,4-3-4-7,41.8,58.8,9,506(+2),,,,[東]宗像義忠,飯田正剛,
11,4,7,ラスボス,牡3,56,笹川翼,2:00.7,2.1/2,**,10-11-10-11,41.3,312.6,15,482(-2),,,,[東]田島俊明,ＣＨＥＶＡＬＡＴＴＡＣＨＥ,
12,8,16,カズノマックイーン,牡3,56,柴山雄一,2:02.0,8,**,12-14-13-13,41.5,349.7,16,494(-6),,,,[東]小笠倫弘,鈴木可一,
13,2,4,プリモスペード,牝3,52,菊沢一樹,2:02.0,クビ,**,3-3-7-9,43.3,27.7,7,502(-6),,,,[東]菊沢隆徳,グランド牧場,
14,8,15,ダークロード,牡3,54,野中悠太,2:04.0,大,**,15-15-13-14,43.5,27.3,6,528(0),,,,[東]小島茂之,田原邦男,
15,4,8,ネクストスクワッド,牡3,56,ミナリク,2:06.3,大,**,5-7-15-16,45.4,30.4,8,438(-12),,,,[東]林徹,平田修,
16,5,9,リュウグウオー,牡3,56,伊藤工真,2:06.3,クビ,**,15-15-15-15,45.3,105.0,11,436(0),,,,[東]金成貴史,深澤朝房,
