着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,ディスカバー,牡5,57,戸崎圭太,2:36.8,,**,9-11-11-6,38.7,35.2,8,472(+4),,,,[東]畠山吉宏,村野康司,750.0
2,6,7,ロビンズソング,牡4,57,内田博幸,2:36.9,1/2,**,12-12-1-1,39.9,52.1,9,536(-6),,,,[東]古賀慎明,吉田勝己,300.0
3,1,1,ファイトアローン,牡4,57,黛弘人,2:36.9,ハナ,**,9-9-11-7,38.9,7.3,4,550(+8),,,,[東]奥平雅士,前川企画,190.0
4,4,4,ユメノサキ,牡4,57,大野拓弥,2:37.7,5,**,7-5-5-4,40.0,6.6,3,528(-8),,,,[東]新開幸一,吉田千津,110.0
5,6,8,トモジャタイクーン,牡4,57,松岡正海,2:37.8,1/2,**,6-7-3-2,40.6,9.5,5,500(-6),,,,[東]鈴木伸尋,吉冨学,75.0
6,5,6,サミットプッシュ,牡4,57,ルメール,2:37.9,3/4,**,9-9-5-7,40.2,2.1,1,474(0),,,,[東]和田雄二,キャロットファーム,
7,5,5,ギガバッケン,牡4,57,三浦皇成,2:37.9,アタマ,**,3-2-3-4,40.6,14.3,6,562(+6),,,,[東]中川公成,ノルマンディーサラブレッドレーシング,
8,3,3,スターフラッシュ,セ5,56,武藤雅,2:38.2,1.3/4,**,7-8-9-9,40.3,5.1,2,464(-8),,,,[東]武井亮,中西功,
9,8,11,ユキノアンビシャス,牡4,54,菅原明良,2:38.3,3/4,**,5-5-9-11,40.4,59.0,10,490(+6),,,,[東]新開幸一,井上基之,
10,8,12,フォースリッチ,牡6,55,野中悠太,2:38.6,1.3/4,**,3-4-5-9,40.9,165.8,12,486(-4),,,,[東]小笠倫弘,宇田豊,
11,7,10,マイネルスカイ,牡4,57,丹内祐次,2:39.4,5,**,1-1-2-2,42.3,72.9,11,478(+10),,,,[東]伊藤大士,サラブレッドクラブ・ラフィアン,
12,7,9,ドーファン,牡4,57,石川裕紀,2:42.7,大,**,2-2-5-12,45.0,27.2,7,536(-4),,,,[東]中川公成,シルクレーシング,
