着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,6,グレンマクナス,牡5,57,石橋脩,1:53.9,,**,1-1-1-1,38.1,6.4,4,530(+16),,,,[東]牧光二,社台レースホース,750.0
2,3,3,リフトトゥヘヴン,牡5,56,横山武史,1:55.1,7,**,5-5-4-5,38.4,3.4,1,486(0),,,,[東]加藤征弘,丸山担,300.0
3,7,7,アポロプリンセス,牝4,54,木幡巧也,1:55.4,1.3/4,**,3-3-3-3,38.9,11.8,6,484(+4),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,190.0
4,8,10,シールート,セ4,57,内田博幸,1:55.4,クビ,**,2-2-2-2,39.0,37.0,8,488(-4),,,,[東]古賀慎明,ゴドルフィン,110.0
5,4,4,ランニングウインド,牡5,57,三浦皇成,1:55.7,1.3/4,**,7-7-7-6,38.6,4.1,2,486(0),,,,[東]中川公成,島川隆哉,75.0
6,1,1,リキサンゴルト,牡4,57,柴山雄一,1:56.1,2.1/2,**,9-10-9-9,38.8,30.9,7,500(0),,,,[東]奥平雅士,ハイパワー商事,
7,8,9,エグジットラック,牡5,57,江田照男,1:56.7,3.1/2,**,9-9-9-9,39.4,6.5,5,508(0),,,,[東]田村康仁,戸賀智子,
8,7,8,ブレイブウォリアー,牡5,57,武士沢友,1:56.8,クビ,**,5-5-6-7,39.9,60.8,10,486(-4),,,,[東]小桧山悟,谷口祐人,
9,5,5,ユイノチョッパー,牡4,57,大野拓弥,1:56.8,クビ,**,3-3-4-3,40.2,4.2,3,504(+8),,,,[東]竹内正洋,由井健太郎,
10,2,2,クリノオスマン,セ5,55,菊沢一樹,1:57.5,4,**,7-7-7-8,40.4,49.6,9,460(+8),,,,[東]伊藤伸一,栗本博晴,
