着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,アミュリオン,牡3,56,松岡正海,1:12.8,,**,5-5,37.8,3.9,2,458(-2),,,,[東]藤原辰雄,吉澤克己,500.0
2,6,12,アサクサアンデス,牡3,53,菅原明良,1:12.9,1/2,**,3-3,38.1,7.0,3,468(-10),,,,[東]加藤征弘,田原慶子,200.0
3,5,9,パルセイティング,牝3,54,大野拓弥,1:13.3,2.1/2,**,2-2,38.6,48.3,9,432(-6),,,,[東]加藤和宏,岡田牧雄,130.0
4,4,7,インターロード,牡3,56,三浦皇成,1:13.6,2,**,5-6,38.5,1.8,1,470(0),,,,[東]伊藤伸一,本間茂,75.0
5,4,8,ニシノドクターヘリ,牝3,53,武藤雅,1:13.8,1,**,10-9,38.5,15.7,5,444(-2),,,,[東]上原博之,西山茂行,50.0
6,3,5,フェアリースキップ,牝3,54,柴田大知,1:13.9,3/4,**,10-9,38.5,165.7,12,412(-2),,,,[東]林徹,ノルマンディーサラブレッドレーシング,
7,1,1,モンサンラファータ,牝3,53,木幡巧也,1:14.0,1/2,**,1-1,39.4,32.2,6,496(-10),,,,[東]牧光二,山下新一,
8,8,15,アストロゲート,牡3,54,野中悠太,1:14.0,クビ,**,8-7,38.8,34.8,7,478(+6),,,,[東]竹内正洋,カナヤマホールディングス,
9,7,14,ウインドスケール,牡3,56,石橋脩,1:14.3,1.3/4,**,14-14,38.2,8.6,4,526(0),,,,[東]高橋文雅,サンデーレーシング,
10,1,2,シャドーバンキング,牡3,56,江田照男,1:14.5,3/4,**,8-9,39.3,129.1,10,518(+10),,,,[東]的場均,田頭勇貴,
11,2,3,ベルフォルテ,牡3,56,杉原誠人,1:14.7,1.1/4,**,16-16,36.3,165.1,11,512(0),,,,[東]小島茂之,山口功一郎,
12,3,6,タイセイフレイム,牡3,56,内田博幸,1:14.9,1.1/2,**,10-12,39.6,41.9,8,496(-8),,,,[東]蛯名利弘,田中成奉,
13,6,11,スマイルベティ,牝3,53,坂井瑠星,1:15.0,クビ,**,3-3,40.2,477.9,16,464(-2),,,,[東]小桧山悟,堀江貞幸,
14,5,10,ロコマイカイ,牝3,54,柴田善臣,1:15.3,1.3/4,**,10-12,39.9,223.6,13,452(-4),,,,[東]佐藤吉勝,平本敏夫,
15,7,13,エムティーリアン,牡3,56,嘉藤貴行,1:16.6,8,**,14-15,40.5,325.7,14,476(0),,,,[東]清水英克,門別牧場,
16,2,4,ココロコ,牝3,54,西田雄一,1:16.6,クビ,**,5-7,41.6,399.7,15,446(+6),,,,[東]南田美知,上田忠男,
