着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,6,リワードアンヴァル,牡3,56,三浦皇成,1:53.3,,**,1-1-1-1,37.3,1.1,1,496(+2),,,,[東]藤原辰雄,宮崎冴子,500.0
2,6,7,カセノウィナー,牡3,56,内田博幸,1:54.2,5,**,2-2-2-2,38.1,14.0,4,488(-4),,,,[東]土田稔,平川進,200.0
3,6,8,ボヘミアラプソディ,牡3,56,田辺裕信,1:56.5,大,**,8-7-4-5,39.8,12.7,3,472(+2),,,,[東]伊藤圭三,平井裕,130.0
4,8,12,フライクーゲル,牡3,56,柴田大知,1:56.6,クビ,**,10-9-7-6,39.4,30.2,6,474(-4),,,,[東]黒岩陽一,水上行雄,75.0
5,2,2,ヤサカリベルテ,牡3,56,柴田善臣,1:56.8,1.1/2,**,2-3-4-3,40.1,62.7,8,452(-2),,,,[東]水野貴広,志邑宣彦,50.0
6,7,9,トゥルボー,牡3,56,石橋脩,1:57.1,1.3/4,**,2-3-3-4,40.5,10.4,2,486(+2),,,,[東]小笠倫弘,ノースヒルズ,
7,5,5,シゲルブドウセキ,牡3,56,江田照男,1:57.6,3,**,6-7-9-9,39.7,157.6,10,464(-2),,,,[東]高橋裕,森中蕃,
8,7,10,アレスグーテ,牡3,56,松岡正海,1:58.4,5,**,5-5-4-7,41.7,34.1,7,488(+6),,,,[東]竹内正洋,カナヤマホールディングス,
9,8,11,ジムマシーン,牡3,54,野中悠太,1:59.2,5,**,11-11-11-10,40.3,368.0,11,496(+8),,,,[東]清水英克,臼井義太郎,
10,1,1,アッチャイオ,牡3,56,戸崎圭太,1:59.3,1/2,**,6-6-8-8,41.9,21.4,5,442(+4),,,,[東]手塚貴久,落合幸弘,
11,4,4,オニカゲ,牡3,56,嘉藤貴行,2:00.8,9,**,8-9-10-11,42.2,152.4,9,480(+16),,,,[東]田中清隆,石田宏,
除,3,3,サクラパルジファル,牡3,56,横山典弘,,,**,,,---,,524(0),,,,[東]金成貴史,さくらコマース,
