着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,ポップシンガー,牝5,55,勝浦正樹,1:11.9,,**,2-2,36.9,7.5,5,466(0),,,,[東]鈴木伸尋,村山卓也,750.0
2,2,3,コウギョウブライト,牡4,55,野中悠太,1:12.1,1.1/4,**,2-4,37.1,5.4,2,464(0),,,,[東]伊藤大士,小林秀樹,300.0
3,5,10,ランパク,牡4,54,菅原明良,1:12.1,クビ,**,10-9,36.2,5.1,1,494(-2),,,,[東]高木登,一村哲也,190.0
4,4,8,タイキメサイア,牡4,57,田辺裕信,1:12.3,1.1/4,**,2-2,37.4,6.3,4,518(+4),,,,[東]高橋祥泰,大樹ファーム,110.0
5,6,12,デュアルマンデート,牡4,57,岩田康誠,1:12.4,クビ,**,14-14,35.8,28.9,10,512(0),,,,[東]萩原清,池谷誠一,75.0
6,1,1,バットオールソー,牡4,57,石橋脩,1:12.4,ハナ,**,15-14,35.6,21.1,9,460(0),,,,[東]大和田成,久保田定,
7,7,14,ゴムマリ,牝4,55,戸崎圭太,1:12.5,3/4,**,12-12,36.3,16.2,7,476(+4),,,,[東]浅野洋一,田頭勇貴,
8,4,7,アドマイヤムテキ,牡6,57,横山典弘,1:12.6,クビ,**,7-7,37.1,40.7,12,492(-2),,,,[東]上原博之,近藤利一,
9,3,5,サンジレット,牡5,57,小島太一,1:12.6,クビ,**,5-4,37.4,5.8,3,510(+2),,,,[東]高橋文雅,加藤ステーブル,
10,2,4,アメリカンツイスト,牡4,57,松岡正海,1:13.1,3,**,12-12,37.0,7.8,6,486(+2),,,,[東]中舘英二,グリーンファーム,
11,5,9,ファインキャプテン,セ6,56,木幡巧也,1:13.2,クビ,**,7-7,37.7,257.0,16,456(-9),,,,[東]黒岩陽一,湯浅健司,
12,3,6,ミサコ,牝4,55,吉田豊,1:13.2,クビ,**,1-1,38.4,51.5,13,482(+8),,,,[東]竹内正洋,由井健太郎,
13,6,11,ランボシ,セ5,57,藤岡佑介,1:13.4,1.1/4,**,10-9,37.5,38.2,11,494(+4),,,,[東]中川公成,古川智洋,
14,8,15,カシマフウリン,牝4,55,嘉藤貴行,1:13.4,ハナ,**,5-4,38.1,135.2,15,498(+20),,,,[東]加藤士津,松浦一久,
15,1,2,レンベルガー,牡6,57,柴田大知,1:13.6,1.1/2,**,16-16,36.5,123.0,14,440(0),,,,[東]粕谷昌央,岡田壮史,
16,8,16,ヴィグラスファイア,牡4,57,石川裕紀,1:15.0,8,**,7-9,39.4,18.9,8,486(+2),,,,[東]萩原清,シルクレーシング,
