着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,カナシバリ,牝3,54,江田照男,1:54.3,,**,8-8-8-7,38.1,5.3,2,508(+6),,,,[東]竹内正洋,由井健太郎,720.0
2,3,3,フィードバック,牡3,56,ルメール,1:54.3,クビ,**,11-11-9-9,37.8,2.0,1,492(0),,,,[東]鈴木伸尋,社台レースホース,290.0
3,7,9,ワイルドトレイダー,牡3,56,松山弘平,1:54.4,3/4,**,5-4-5-5,38.5,89.1,10,492(0),,,,[東]松山将樹,吉岡泰治,180.0
4,4,4,マックスアン,牡3,56,武豊,1:54.5,クビ,**,3-4-3-2,38.7,7.7,5,462(-2),,,,[東]大和田成,ＴＵＲＦレーシング,110.0
5,5,6,キングスバレイ,牡3,56,岩田康誠,1:54.5,クビ,**,7-7-5-5,38.5,35.9,8,512(+2),,,,[東]斎藤誠,村野康司,72.0
6,8,12,ユキノヴェルデ,牡3,54,野中悠太,1:54.7,1.1/4,**,3-3-3-2,39.0,22.8,7,500(-6),,,,[東]和田正一,井上基之,
7,6,8,シャルロッテミノル,牝3,54,三浦皇成,1:55.1,2.1/2,**,8-10-12-9,38.3,84.4,9,534(+4),,,,[東]中舘英二,吉岡實,
8,8,11,ヘイセイラスト,牝3,54,藤岡佑介,1:55.4,2,**,2-2-2-1,39.9,20.2,6,516(+6),,,,[西]羽月友彦,谷川牧場,
9,5,5,ブリッツェンシチー,牡3,56,戸崎圭太,1:56.4,6,**,11-12-9-11,39.9,7.7,4,526(-2),,,,[東]古賀慎明,友駿ホースクラブ,
10,7,10,フラテルニテ,牝3,54,シュタル,1:57.2,5,**,5-6-5-8,41.2,123.6,11,488(0),,,,[東]戸田博文,北嶋義三,
11,1,1,ドゥエルメス,牝3,54,石川裕紀,1:57.4,1.1/4,**,1-1-1-2,41.9,171.0,12,508(0),,,,[東]畠山吉宏,大塚亮一,
12,6,7,フェードアウト,牡3,56,Ｍ．デム,1:59.3,大,**,8-8-9-12,42.8,5.8,3,464(-8),,,,[西]安田翔伍,三嶋牧場,
