着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,10,コングールテソーロ,牡3,56,三浦皇成,1:57.3,,**,2-2-2-1,38.5,1.7,1,476(+2),,,,[東]高木登,了徳寺健二ホールディングス,500.0
2,1,1,シンライ,牡3,56,田中勝春,1:57.5,1.1/4,**,1-1-1-2,38.8,8.7,5,470(0),,,,[東]菊川正達,丸岡啓一,200.0
3,7,9,ファンタスティック,牡3,56,内田博幸,1:57.9,2.1/2,**,4-4-4-4,39.0,8.4,3,466(-4),,,,[東]武藤善則,佐々木雄二,130.0
4,2,2,ホワイトストーム,牡3,56,菅原隆一,1:58.4,3,**,4-4-4-5,39.4,4.8,2,460(+2),,,,[東]小野次郎,西村專次,75.0
5,8,12,ソルダートダズル,牡3,56,丹内祐次,1:58.5,クビ,**,2-3-2-2,39.7,162.9,12,480(-4),,,,[東]田村康仁,ディアレストクラブ,50.0
6,5,5,フィールオーケー,牡3,55,武藤雅,1:58.7,1.1/2,**,7-7-7-7,39.6,33.9,8,480(-6),,,,[東]水野貴広,吉田千津,
7,3,3,タッカーブルー,牡3,56,石川裕紀,1:59.1,2.1/2,**,7-7-9-8,39.6,149.3,11,496(-8),,,,[東]鈴木伸尋,小松崎孝,
8,6,7,ヴェンセールシチー,牡3,54,野中悠太,2:00.2,7,**,11-11-12-10,40.5,20.8,6,438(+2),,,,[東]伊藤圭三,友駿ホースクラブ,
9,6,8,キングアゲン,牡3,56,岩部純二,2:00.4,1,**,4-4-4-6,41.4,8.7,4,508(+4),,,,[東]萱野浩二,浅川皓司,
10,4,4,ビュレットベリー,牡3,56,松岡正海,2:00.8,2.1/2,**,12-11-9-8,41.3,93.0,9,482(0),,,,[東]松山将樹,ヒダカ・ブリーダーズ・ユニオン,
11,5,6,マビヨン,牡3,56,江田照男,2:01.0,1.1/4,**,10-9-9-12,41.4,101.1,10,462(-4),,,,[東]牧光二,高嶋航,
12,8,11,ラストリンクス,牡3,56,畑端省吾,2:01.2,1,**,9-9-8-10,42.0,33.0,7,518(+22),,,,[西]吉田直弘,池袋レーシング,
