着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,5,マリアズハート,牝3,54,大野拓弥,1:08.8,,**,6-5,34.3,10.5,6,476(+4),,,,[東]菊沢隆徳,ノルマンディーサラブレッドレーシング,720.0
2,4,4,フィルムフェスト,牝3,54,戸崎圭太,1:08.9,3/4,**,3-3,34.9,1.9,1,428(0),,,,[東]尾関知人,キャロットファーム,290.0
3,7,10,アマデウス,牡3,56,田辺裕信,1:08.9,クビ,**,7-5,34.3,7.7,5,454(-8),,,,[東]久保田貴,中西純穂,180.0
4,8,12,スペキュラース,牝3,54,柴田大知,1:09.1,1.1/4,**,8-9,34.4,7.0,3,464(+2),,,,[東]高橋祥泰,ビッグレッドファーム,110.0
5,5,6,モズベイビー,牡3,56,石橋脩,1:09.3,1.1/2,**,1-1,35.6,7.6,4,502(-2),,,,[西]牧浦充徳,キャピタル・システム,72.0
6,6,8,ユニバーサルレディ,牝3,52,野中悠太,1:09.3,アタマ,**,8-8,34.6,5.3,2,436(-8),,,,[東]萱野浩二,沖田正憲,
7,2,2,テンモントム,牡3,56,江田照男,1:09.4,クビ,**,2-2,35.6,212.9,10,446(-2),,,,[東]加藤和宏,スピードファーム,
8,6,7,ヘリンヌリング,牝3,54,松岡正海,1:09.7,2,**,5-5,35.3,95.0,8,440(+4),,,,[東]加藤士津,サラブレッドクラブ・ラフィアン,
9,8,11,タイドオブハピネス,牡3,56,柴田善臣,1:09.9,3/4,**,11-10,34.9,115.5,9,456(-6),,,,[東]黒岩陽一,ノルマンディーサラブレッドレーシング,
10,7,9,ガトン,牡3,56,石川裕紀,1:10.2,1.3/4,**,10-10,35.3,53.7,7,508(-6),,,,[東]相沢郁,畑佐博,
11,3,3,ピンクラグーン,牝3,54,嘉藤貴行,1:10.6,2.1/2,**,3-3,36.6,536.6,12,396(-2),,,,[東]南田美知,ミルファーム,
中,1,1,ドストエフスキー,牡3,56,原田和真,,,**,12-12,,290.8,11,452(-12),,,,[東]小桧山悟,三岡陽,
