着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,4,ライトオンキュー,牡4,57,古川吉洋,1:08.7,,**,5-4,34.2,3.6,1,512(+12),,,,[西]昆貢,ゴドルフィン,"1,850.1"
2,2,2,オデュッセウス,セ6,57,野中悠太,1:08.9,1.1/4,**,3-2,34.6,53.3,11,500(+16),,,,[東]稲垣幸雄,ユアストーリー,738.6
3,7,11,ショウナンアエラ,牡5,57,大野拓弥,1:08.9,クビ,**,2-2,34.7,7.3,5,488(0),,,,[東]奥村武,国本哲秀,464.3
4,5,7,イサチルホープ,牡7,57,石川裕紀,1:09.0,3/4,**,5-7,34.4,5.9,3,486(+2),,,,[西]大根田裕,小坂功,270.0
5,8,13,アイファープリティ,牝6,55,内田博幸,1:09.0,ハナ,**,10-10,34.0,45.7,10,448(-14),,,,[西]鮫島一歩,中島稔,182.0
6,4,5,ボーダーオブライフ,牡5,57,横山武史,1:09.0,ハナ,**,9-7,34.1,6.6,4,488(-4),,,,[東]金成貴史,レッドマジック,
7,7,12,コパノディール,牝6,55,武藤雅,1:09.0,ハナ,**,8-7,34.2,27.4,9,440(0),,,,[東]武藤善則,小林照弘,
8,4,6,タケショウベスト,牝5,55,蛯名正義,1:09.1,クビ,**,5-6,34.5,13.3,7,474(-2),,,,[東]田中清隆,ナイト商事,
9,6,10,レーヴムーン,牡6,57,津村明秀,1:09.1,アタマ,**,10-10,34.1,8.6,6,476(-6),,,,[西]藤岡健一,ニットー商事,
10,5,8,ダイトウキョウ,牡7,57,三浦皇成,1:09.1,クビ,**,13-12,33.8,5.2,2,470(+2),,,,[東]戸田博文,市川義美,
11,1,1,パーリオミノル,牝6,55,丸田恭介,1:09.2,アタマ,**,3-4,34.9,23.9,8,460(-6),,,,[西]北出成人,吉岡實,
12,6,9,ブロワ,牝6,55,杉原誠人,1:09.3,1/2,**,1-1,35.3,63.3,12,488(+6),,,,[東]大江原哲,ミルファーム,
13,8,14,フクノグローリア,牝7,55,丹内祐次,1:09.4,3/4,**,10-12,34.4,138.2,13,476(-6),,,,[東]杉浦宏昭,福島祐子,
取,3,3,フレッチア,牡4,57,石橋脩,,,**,,,---,,計不,,,,[東]木村哲也,橋口,
