着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,ナスノダケ,牡2,55,マーフィ,1:11.6,,**,1-1,36.9,2.6,1,512(0),,,,[東]武井亮,那須野牧場,500.0
2,7,14,ブラックアウト,牡2,54,木幡巧也,1:12.8,7,**,2-2,38.0,5.3,3,470(+2),,,,[東]岩戸孝樹,瀬瀬賢,200.0
3,3,5,ベルポート,牝2,54,Ｃ．デム,1:13.2,2.1/2,**,3-3,38.2,11.0,5,448(+2),,,,[東]大竹正博,大社聡,130.0
4,2,4,オルクリスト,牡2,55,大野拓弥,1:13.4,1.1/2,**,5-4,38.3,5.7,4,472(+4),,,,[東]杉浦宏昭,日進牧場,75.0
5,4,8,トミケンルーア,セ2,55,丸山元気,1:13.5,1/2,**,11-6,38.1,4.7,2,454(0),,,,[東]竹内正洋,冨樫賢二,50.0
6,2,3,グレートリープ,牡2,55,武士沢友,1:14.2,4,**,15-15,38.3,31.6,8,534(+4),,,,[東]田島俊明,伊東純一,
7,3,6,チャナ,牝2,54,柴田大知,1:14.3,1/2,**,3-4,39.4,18.4,6,450(0),,,,[東]土田稔,大久保和夫,
8,5,9,グランエスタード,牡2,54,藤田菜七,1:14.5,1,**,12-10,38.9,29.6,7,430(+4),,,,[東]根本康広,星野祐介,
9,6,11,スローエクスプレス,牝2,52,長谷部駿,1:14.7,1.1/4,**,15-16,38.8,226.7,12,452(-2),,,,[東]小桧山悟,本杉芳郎,
10,7,13,ヤマタケアンジュ,牝2,51,野中悠太,1:14.7,クビ,**,8-10,39.4,332.9,14,450(+4),,,,[東]根本康広,山中佳代,
11,8,15,ネペンテス,牝2,54,嶋田純次,1:14.7,ハナ,**,12-13,39.1,446.5,16,446(+12),,,,[東]尾形和幸,手嶋康雄,
12,5,10,ライド,牝2,52,横山武史,1:14.8,3/4,**,5-6,39.7,111.7,9,432(+12),,,,[東]天間昭一,ヒダカ・ブリーダーズ・ユニオン,
13,1,2,ウラカン,牝2,54,松岡正海,1:14.9,クビ,**,8-6,39.6,123.1,10,438(-6),,,,[東]田中剛,ＫＴレーシング,
14,4,7,ミスラコニック,牝2,51,西村淳也,1:15.2,2,**,7-6,40.0,378.0,15,380(-24),,,,[東]石毛善彦,西本資史,
15,8,16,パシュート,牝2,52,桜井光輔,1:15.9,4,**,8-13,40.6,157.3,11,430(0),,,,[東]竹内正洋,ターフ・スポート,
16,1,1,ヤエノアカリ,牝2,53,義英真,1:16.2,1.3/4,**,12-12,40.6,248.4,13,410(-6),,,,[東]和田雄二,柳田英子,
