着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,5,アルマエルナト,セ7,54,柴田大知,1:08.6,,**,4-4,34.5,12.6,6,478(+22),,,,[東]伊藤大士,コウトミックレーシング,"1,855.0"
2,6,11,アッラサルーテ,牝5,54,アヴドゥ,1:08.6,クビ,**,4-7,34.5,4.9,3,500(+4),,,,[東]手塚貴久,吉田勝己,740.0
3,7,14,ミトノレインボー,牝3,51,川島信二,1:08.7,クビ,**,2-2,34.8,14.3,7,468(-2),,,,[西]大橋勇樹,ロイヤルパーク,465.0
4,5,10,ニシオボヌール,セ6,54,長岡禎仁,1:08.7,クビ,**,9-10,34.3,66.4,12,494(0),,,,[西]高橋亮,三宅勝俊,270.0
5,8,16,ファミーユボヌール,牝4,52,横山典弘,1:08.7,アタマ,**,2-4,34.8,4.5,2,450(-4),,,,[西]松永幹夫,原禮子,182.0
6,2,4,パーリオミノル,牝5,52,勝浦正樹,1:08.8,1/2,**,8-8,34.5,29.8,11,462(+2),,,,[西]北出成人,吉岡實,
7,6,12,タイセイスターリー,牡4,57,マーフィ,1:08.8,ハナ,**,4-2,34.7,3.4,1,530(-4),,,,[西]矢作芳人,田中成奉,
8,3,6,レーヴムーン,牡5,56,松山弘平,1:08.8,ハナ,**,13-12,34.1,11.8,4,478(+6),,,,[西]藤岡健一,ニットー商事,
9,5,9,サダムリスペクト,牡6,55,三浦皇成,1:08.8,ハナ,**,9-8,34.4,28.4,9,480(+8),,,,[西]中尾秀正,大西美生子,
10,2,3,パラダイスガーデン,牝6,51,木幡育也,1:08.9,3/4,**,12-12,34.3,67.3,13,492(-6),,,,[東]粕谷昌央,岡田牧雄,
11,4,8,イオラニ,セ7,53,木幡巧也,1:09.0,アタマ,**,15-12,34.1,29.7,10,486(+4),,,,[東]栗田博憲,ノルマンディーサラブレッドレーシング,
12,4,7,オーヴィレール,牝5,54,大野拓弥,1:09.0,アタマ,**,13-12,34.3,11.9,5,482(+8),,,,[西]今野貞一,下河邉行雄,
13,8,15,フクノグローリア,牝6,51,江田照男,1:09.0,クビ,**,9-10,34.6,14.8,8,482(+16),,,,[東]杉浦宏昭,福島祐子,
14,1,1,キングクリチャン,牡9,52,嘉藤貴行,1:09.1,クビ,**,16-16,34.1,236.1,16,504(0),,,,[東]高市圭二,栗本博晴,
15,1,2,ラホーヤビーチ,牝6,51,武士沢友,1:09.3,1.1/4,**,4-4,35.2,185.2,15,478(+6),,,,[東]伊藤正徳,ヒダカ・ブリーダーズ・ユニオン,
16,7,13,ブロワ,牝5,51,杉原誠人,1:09.3,ハナ,**,1-1,35.5,68.5,14,484(+20),,,,[東]大江原哲,ミルファーム,
