着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,3,レジーナドーロ,牝3,53,Ｍ．デム,1:35.2,,**,14-15-16,34.4,4.3,2,452(+10),,,,[東]堀宣行,Ｇ１レーシング,"1,534.3"
2,6,12,サンクロワ,牡5,55,内田博幸,1:35.2,ハナ,**,4-4-4,35.2,26.0,8,470(0),,,,[東]斎藤誠,Ｇ１レーシング,609.8
3,1,2,オメガラヴィサン,牡3,55,ルメール,1:35.2,クビ,**,8-11-8,34.7,2.6,1,480(-2),,,,[西]安田翔伍,原禮子,384.9
4,3,6,アイスフィヨルド,牡3,55,Ｃ．デム,1:35.3,クビ,**,4-2-2,35.5,4.6,3,442(-4),,,,[東]武藤善則,佐々木雄二,230.0
5,1,1,トータルソッカー,牡4,55,柴田善臣,1:35.5,1.1/4,**,8-11-12,35.0,27.2,9,504(-6),,,,[東]伊藤正徳,渡邊隆,150.0
6,2,4,アドマイヤシナイ,牡4,55,田辺裕信,1:35.5,クビ,**,4-7-8,35.3,10.5,4,478(+6),,,,[東]上原博之,近藤利一,
7,5,9,ナイトバナレット,牡4,56,三浦皇成,1:35.6,1/2,**,16-15-15,34.8,38.0,10,476(-10),,,,[西]矢作芳人,シルクレーシング,
8,8,16,トーセンリラ,牝3,52,田中勝春,1:35.6,アタマ,**,4-4-4,35.6,57.7,12,454(0),,,,[東]宗像義忠,島川隆哉,
9,6,11,スカルバン,牡4,55,福永祐一,1:35.6,ハナ,**,1-1-1,35.9,25.0,7,502(+2),,,,[東]武井亮,ＫＴレーシング,
10,8,15,アルトリウス,セ4,55,マーフィ,1:35.6,アタマ,**,14-14-12,35.0,17.4,5,470(+22),,,,[東]藤沢和雄,Ｇ１レーシング,
11,4,7,ホウオウパフューム,牝4,55,戸崎圭太,1:35.7,クビ,**,12-7-7,35.5,19.3,6,478(-8),,,,[東]奥村武,小笹芳央,
12,5,10,プレトリア,セ3,55,大野拓弥,1:35.7,ハナ,**,8-7-8,35.5,38.0,11,456(+10),,,,[東]中川公成,多田賢司,
13,3,5,イサチルルンルン,牝3,51,藤田菜七,1:35.7,クビ,**,8-11-12,35.2,96.9,14,446(0),,,,[東]竹内正洋,小坂功,
14,7,14,ユメノマイホーム,牝6,51,杉原誠人,1:35.7,アタマ,**,12-10-8,35.3,170.4,15,464(-4),,,,[東]伊藤伸一,ミルファーム,
15,7,13,ビオラフォーエバー,セ7,52,野中悠太,1:36.3,3.1/2,**,3-2-3,36.4,271.6,16,468(0),,,,[東]柴田政人,熊澤浩樹,
16,4,8,エクラミレネール,牝5,53,北村宏司,1:36.5,1.1/4,**,2-4-4,36.5,60.4,13,468(+6),,,,[東]高橋裕,岡田牧雄,
