着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,10,ヒシイグアス,牡2,55,ルメール,2:01.5,,**,1-1-1-1,36.9,1.5,1,490(-6),,,,[東]堀宣行,阿部雅英,500.0
2,3,5,ホウオウビクトリー,牡2,55,アヴドゥ,2:02.0,3,**,8-7-4-3,37.0,18.4,5,466(-2),,,,[東]斎藤誠,小笹芳央,200.0
3,7,14,マイネルステレール,牡2,52,野中悠太,2:02.0,ハナ,**,2-2-2-2,37.4,114.1,11,466(+4),,,,[東]菊川正達,サラブレッドクラブ・ラフィアン,130.0
4,6,12,チェサピークベイ,牡2,55,ビュイッ,2:02.4,2.1/2,**,3-4-4-3,37.5,5.4,2,478(+2),,,,[東]戸田博文,吉田勝己,75.0
5,1,1,ミコクイーン,牝2,54,マーフィ,2:02.4,ハナ,**,11-10-8-7,37.1,19.9,6,478(0),,,,[東]武井亮,古賀慎一,50.0
6,3,6,ディヴァイン,牡2,55,田辺裕信,2:02.6,1.1/4,**,3-4-4-3,37.6,7.4,3,512(+6),,,,[東]小西一男,小泉修,
7,8,17,マイネルモーディグ,牡2,55,柴田大知,2:02.9,1.3/4,**,3-3-3-3,38.2,87.0,9,462(-4),,,,[東]宗像義忠,サラブレッドクラブ・ラフィアン,
8,8,18,コルク,牡2,55,三浦皇成,2:03.1,1.1/2,**,6-6-8-8,37.9,14.2,4,498(-2),,,,[東]伊藤圭三,是枝浩平,
9,8,16,トゥーフラッシー,牝2,54,内田博幸,2:03.1,アタマ,**,13-13-11-9,37.3,82.5,8,460(+4),,,,[東]高市圭二,西森鶴,
10,2,4,トラインコンパス,牡2,54,木幡巧也,2:03.8,4,**,9-12-12-11,37.6,243.4,13,434(-6),,,,[東]小笠倫弘,Ｇ１レーシング,
11,1,2,コヒバリ,牡2,55,武士沢友,2:04.8,6,**,9-10-10-11,39.1,427.4,14,476(-4),,,,[東]勢司和浩,油木大樹,
12,6,11,オウケンインザサン,牡2,55,北村宏司,2:04.9,クビ,**,15-15-16-15,38.0,190.8,12,474(+8),,,,[東]国枝栄,福井明,
13,5,9,アルピナホワイト,牝2,54,北村友一,2:05.6,4,**,16-15-14-13,39.1,101.3,10,470(-2),,,,[東]武市康男,ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス,
14,7,15,マイネルカピターノ,牡2,55,石川裕紀,2:05.7,クビ,**,11-7-4-9,40.7,651.6,17,492(0),,,,[東]相沢郁,サラブレッドクラブ・ラフィアン,
15,2,3,ショウナンサジン,牡2,55,戸崎圭太,2:05.7,クビ,**,14-13-14-14,39.3,52.9,7,480(+6),,,,[東]田中剛,国本哲秀,
16,4,7,サツキキャンディ,牝2,54,黛弘人,2:07.7,大,**,6-7-12-16,41.5,598.2,16,436(-8),,,,[東]蛯名利弘,小野博郷,
17,7,13,マイネルオルガノ,牡2,55,丹内祐次,2:09.7,大,**,18-18-18-17,39.4,477.2,15,484(0),,,,[東]栗田徹,サラブレッドクラブ・ラフィアン,
18,4,8,シングングレース,牝2,54,村田一誠,2:11.3,10,**,17-17-17-18,41.4,861.4,18,424(-8),,,,[東]大江原哲,伊坂重憲,
