着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,2,ヴァイトブリック,牡2,55,戸崎圭太,1:54.6,,**,4-4-4-3,39.6,1.8,1,494(+8),,,,[東]和田正一,キャロットファーム,720.0
2,5,8,セイカヤマノ,牡2,55,武士沢友,1:55.1,3,**,12-11-9-9,39.5,92.6,11,480(+2),,,,[東]南田美知,久米誠,290.0
3,7,11,ロダルキラー,牡2,55,田辺裕信,1:55.4,1.3/4,**,7-8-6-5,40.2,35.0,7,508(0),,,,[東]高橋裕,ディアレストクラブ,180.0
4,8,14,ノーベルプライズ,牡2,55,三浦皇成,1:55.4,ハナ,**,13-13-11-7,39.5,15.3,4,492(+2),,,,[東]古賀史生,平賀久枝,110.0
5,4,6,ワシントンテソーロ,牡2,55,大野拓弥,1:55.7,2,**,2-3-2-1,40.8,10.5,3,484(0),,,,[東]斎藤誠,了徳寺健二ホールディングス,72.0
6,3,4,ペイシャリルキス,牡2,55,石川裕紀,1:55.7,クビ,**,10-10-11-10,39.9,21.9,5,474(+8),,,,[東]高市圭二,北所直人,
7,5,7,ニシノイタダキ,牡2,55,勝浦正樹,1:56.6,5,**,7-7-7-7,41.2,58.5,8,478(-2),,,,[東]中舘英二,西山茂行,
8,4,5,タンクティーエー,牡2,54,木幡巧也,1:56.6,クビ,**,2-2-2-3,41.7,70.8,10,534(-4),,,,[東]牧光二,ケンレーシング組合,
9,6,9,コスモロビンソン,牡2,55,柴田大知,1:57.0,2.1/2,**,5-5-7-11,41.6,28.4,6,502(+6),,,,[東]水野貴広,ビッグレッドファーム,
10,8,13,ドゥエルメス,牝2,54,岩田康誠,1:57.3,1.3/4,**,7-8-4-5,42.3,62.2,9,506(+6),,,,[東]畠山吉宏,大塚亮一,
11,1,1,ダンサーバローズ,牡2,55,内田博幸,1:57.9,3.1/2,**,1-1-1-2,43.1,3.1,2,526(0),,,,[西]矢作芳人,猪熊広次,
12,6,10,トリヴォルテソーロ,牡2,52,木幡育也,1:58.0,クビ,**,5-5-9-12,42.5,135.3,12,496(+6),,,,[東]奥平雅士,了徳寺健二ホールディングス,
13,3,3,ラバストーン,牡2,52,野中悠太,1:58.6,3.1/2,**,11-11-13-13,41.7,289.8,13,454(0),,,,[東]大江原哲,田頭勇貴,
除,7,12,リープリングスター,牡2,55,ビュイッ,,,**,,,---,,544(+6),,,,[東]木村哲也,保坂和孝,
