着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,ジュピターズライト,牡2,55,丸山元気,2:05.0,,**,6-6-8-7,35.3,31.9,6,454(0),,,,[東]金成貴史,シルクレーシング,700.0
2,2,3,エンシュラウド,牡2,55,ルメール,2:05.0,クビ,**,6-6-3-3,35.7,3.6,2,486(0),,,,[東]藤沢和雄,ゴドルフィン,280.0
3,4,8,ライル,牡2,55,マーフィ,2:05.3,1.3/4,**,10-11-12-9,35.5,2.2,1,498(0),,,,[東]手塚貴久,サンデーレーシング,180.0
4,8,17,グランヴィスタ,牡2,55,大野拓弥,2:05.4,1/2,**,18-15-8-7,35.7,27.5,5,510(0),,,,[東]栗田徹,キャロットファーム,110.0
5,6,12,エクスプローシブ,牡2,55,Ｃ．デム,2:05.5,3/4,**,3-3-3-4,36.2,13.3,4,456(0),,,,[東]尾関知人,社台レースホース,70.0
6,6,11,ラヴィンジャー,牝2,51,野中悠太,2:05.7,1.1/4,**,9-8-8-9,36.0,113.9,11,442(0),,,,[東]小島茂之,丸山担,
7,1,1,エレガントクラウン,牝2,54,池添謙一,2:05.7,アタマ,**,3-3-3-4,36.4,58.9,8,458(0),,,,[東]大竹正博,杉山忠国,
8,5,10,トーセンアメジスト,牝2,53,山本咲希,2:05.8,クビ,**,1-1-1-1,36.8,222.7,16,492(0),,,,[東]小桧山悟,島川隆哉,
9,3,5,シュテルンシチー,牡2,55,松岡正海,2:05.9,3/4,**,15-15-15-15,35.8,85.0,10,454(0),,,,[東]池上昌和,友駿ホースクラブ,
10,7,13,ジョイクローネ,牡2,55,黛弘人,2:05.9,ハナ,**,2-2-2-2,36.7,218.1,15,520(0),,,,[東]武井亮,西村亮二,
11,2,4,ベルロスセレソス,牝2,54,戸崎圭太,2:06.2,2,**,10-10-12-11,36.3,37.1,7,458(0),,,,[東]国枝栄,吉田晴哉,
12,7,15,オリバーヴォーグ,牡2,55,田辺裕信,2:06.5,1.3/4,**,13-13-7-4,37.0,65.7,9,498(0),,,,[東]尾形和幸,志村幸彦,
13,4,7,タケショウダイヤ,牝2,54,津村明秀,2:06.7,1.1/4,**,13-13-15-12,36.6,154.8,13,472(0),,,,[東]相沢郁,ナイト商事,
14,3,6,ヤマニンラファーガ,牡2,55,田中勝春,2:06.8,1/2,**,15-17-15-15,36.8,125.5,12,490(0),,,,[東]栗田博憲,土井肇,
15,5,9,シッパイシナイノデ,牝2,54,宮崎北斗,2:06.8,クビ,**,17-18-18-15,36.5,270.6,17,454(0),,,,[東]粕谷昌央,小田切有一,
16,7,14,エールディヴァン,牡2,55,Ｍ．デム,2:06.9,クビ,**,10-11-12-15,37.1,4.5,3,508(0),,,,[東]堀宣行,Ｇ１レーシング,
17,8,16,ミエノオルフェ,牝2,54,柴田善臣,2:07.4,3,**,8-8-8-12,37.7,189.8,14,424(0),,,,[東]宗像義忠,里見美惠子,
18,8,18,キョウエイサムソン,牡2,55,岩部純二,2:10.4,大,**,3-3-3-12,41.1,389.6,18,522(0),,,,[東]伊藤大士,田中晴夫,
