着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,8,シークレットラン,牡2,55,内田博幸,1:59.6,,**,12-12-8-6,34.5,21.8,7,488(+10),,,,[東]田村康仁,亀井哲也,"1,027.3"
2,5,6,ランフォザローゼス,牡2,55,モレイラ,1:59.8,1,**,5-5-5-6,35.2,1.9,1,488(+6),,,,[東]藤沢和雄,窪田芳郎,407.8
3,7,11,サトノラディウス,牡2,55,三浦皇成,1:59.8,クビ,**,7-7-5-3,35.1,19.3,6,494(+2),,,,[東]国枝栄,サトミホースカンパニー,253.9
4,8,13,キタサンバルカン,牡2,55,北村宏司,1:59.8,アタマ,**,13-13-13-13,34.1,37.8,8,430(+6),,,,[東]奥村武,大野商事,150.0
5,2,2,カイザースクルーン,牡2,55,ビュイッ,2:00.1,2,**,2-2-3-3,35.6,5.8,3,500(+14),,,,[東]相沢郁,サンデーレーシング,100.0
6,1,1,ルタンブル,牝2,54,丸山元気,2:00.1,アタマ,**,7-7-8-10,35.0,92.4,10,438(-4),,,,[西]寺島良,杉浦和也,
7,3,3,ヴァンケドミンゴ,牡2,55,浜中俊,2:00.1,ハナ,**,5-5-7-6,35.3,18.2,5,464(+8),,,,[西]藤岡健一,幅田昌伸,
8,8,12,ボスジラ,牡2,55,戸崎圭太,2:00.2,クビ,**,2-2-2-2,35.9,4.3,2,496(+6),,,,[東]国枝栄,金子真人ホールディングス,
9,4,4,アトミックフォース,牡2,55,大野拓弥,2:00.2,ハナ,**,10-10-11-10,34.8,74.3,9,464(+8),,,,[東]武藤善則,吉田千津,
10,4,5,テイエムバリバリ,牡2,55,勝浦正樹,2:00.5,2,**,10-10-8-9,35.4,330.0,13,444(-4),,,,[東]石栗龍彦,竹園正繼,
11,5,7,マリノジュリア,牝2,54,木幡巧也,2:00.9,2.1/2,**,9-9-11-10,35.6,118.1,11,432(0),,,,[東]斎藤誠,クラウン,
12,6,9,ウレキサイト,牡2,55,田辺裕信,2:00.9,アタマ,**,4-4-3-3,36.5,17.6,4,494(+6),,,,[西]松永幹夫,シルクレーシング,
13,7,10,マイネルエキサイト,牡2,55,柴田大知,2:01.5,3.1/2,**,1-1-1-1,37.2,183.0,12,470(+4),,,,[東]黒岩陽一,サラブレッドクラブ・ラフィアン,
