着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,3,サトノオンリーワン,牡3,55,ルメール,2:14.3,,**,13-11-8-9,35.8,3.9,2,480(+16),,,,[東]堀宣行,里見治紀,750.0
2,5,10,タンタフエルサ,牡3,55,マーフィ,2:14.3,アタマ,**,8-8-5-3,36.0,6.4,5,448(+6),,,,[東]国枝栄,Ｇ１レーシング,300.0
3,8,17,ムーンライトナイト,牝3,53,松岡正海,2:14.3,クビ,**,14-14-12-7,35.5,63.5,10,440(0),,,,[東]久保田貴,シルクレーシング,190.0
4,3,5,アルカサル,セ5,57,田辺裕信,2:14.3,ハナ,**,18-17-17-15,34.9,3.6,1,522(0),,,,[東]大竹正博,サンデーレーシング,110.0
5,7,13,ジョブックコメン,牝3,50,野中悠太,2:14.5,3/4,**,7-7-5-3,36.2,5.6,3,422(-2),,,,[東]小桧山悟,萩本企画,75.0
6,5,9,カーロバンビーナ,牝3,52,武藤雅,2:14.5,クビ,**,11-13-12-11,35.7,15.0,6,410(+12),,,,[東]戸田博文,社台レースホース,
7,1,2,コスモレリア,牡3,55,柴田大知,2:14.8,1.1/2,**,2-2-2-1,37.1,38.0,8,474(+6),,,,[東]奥村武,ビッグレッドファーム,
8,8,16,コンダクトレス,牝3,53,杉原誠人,2:14.9,3/4,**,8-8-11-11,36.2,60.0,9,464(+8),,,,[東]小島茂之,キャロットファーム,
9,4,7,ハイチーズ,牡3,55,田中勝春,2:15.1,1.1/4,**,16-16-15-15,36.1,310.7,18,494(0),,,,[東]小島茂之,ローレルレーシング,
10,7,14,バリンジャー,セ4,57,北村宏司,2:15.1,ハナ,**,15-14-15-15,36.0,20.8,7,444(+10),,,,[東]奥村武,金子真人ホールディングス,
11,1,1,ロゼフェニックス,牡3,52,木幡育也,2:15.2,1/2,**,8-8-12-11,36.4,106.0,13,436(-2),,,,[東]高橋義博,高橋信博,
12,6,11,ラッキーアドバンス,牡4,57,武士沢友,2:15.4,1.1/4,**,3-3-3-3,37.5,68.4,11,498(+12),,,,[東]勢司和浩,柳内正基,
13,7,15,ハートオブスワロー,牝4,55,勝浦正樹,2:15.4,ハナ,**,11-11-8-7,37.0,220.9,15,440(+4),,,,[東]粕谷昌央,ターフ・スポート,
14,8,18,リンディーホップ,牝3,53,戸崎圭太,2:15.7,2,**,5-5-5-3,37.4,6.4,4,454(0),,,,[東]金成貴史,社台レースホース,
15,2,4,マイネルズイーガー,牡4,57,丹内祐次,2:16.4,4,**,4-4-4-9,38.2,69.2,12,534(+36),,,,[東]武藤善則,サラブレッドクラブ・ラフィアン,
16,6,12,カラリエーヴァ,牝3,53,三浦皇成,2:16.6,1,**,1-1-1-2,39.0,228.2,16,478(-8),,,,[東]中川公成,天堀忠博,
17,4,8,イスズブライト,牡5,57,石川裕紀,2:19.2,大,**,17-18-18-18,39.7,134.1,14,510(+12),,,,[東]相沢郁,イスズ牧場,
18,3,6,ギャラントグリフ,セ5,57,大野拓弥,2:23.1,大,**,5-5-8-14,44.7,299.7,17,532(+22),,,,[東]栗田博憲,岡田牧雄,
