着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,ジャパンスウェプト,牡2,55,戸崎圭太,1:12.4,,**,4-2,37.4,2.4,1,438(0),,,,[東]古賀慎明,新谷幸義,700.0
2,2,3,アシャカマキシン,牡2,55,三浦皇成,1:12.5,1/2,**,1-1,37.9,2.9,2,484(0),,,,[東]鈴木伸尋,吉冨学,280.0
3,5,10,ナスノダケ,牡2,55,マーフィ,1:13.2,4,**,8-7,37.7,4.6,3,512(0),,,,[東]武井亮,那須野牧場,180.0
4,6,11,ツウカイステラ,牝2,54,柴田善臣,1:14.0,5,**,3-4,39.2,22.7,5,462(0),,,,[東]小笠倫弘,木村直樹,110.0
5,1,1,リバティヘッド,牡2,52,野中悠太,1:14.4,2.1/2,**,4-4,39.3,38.2,6,458(0),,,,[東]栗田博憲,ノルマンディーサラブレッドレーシング,70.0
6,4,7,モズクロス,牡2,55,長岡禎仁,1:14.8,2.1/2,**,2-2,40.1,61.6,10,500(0),,,,[西]高橋亮,キャピタル・システム,
7,5,9,ノアトレジャー,牝2,54,嘉藤貴行,1:14.9,3/4,**,11-10,38.7,91.3,11,412(0),,,,[東]高市圭二,佐山公男,
8,2,4,グランデインヴルサ,牝2,54,田辺裕信,1:15.3,2.1/2,**,4-4,40.3,56.1,8,446(0),,,,[東]矢野英一,青山洋一,
9,3,6,ダルメイン,牝2,53,武藤雅,1:15.4,クビ,**,13-12,38.5,21.1,4,480(0),,,,[東]萩原清,ノースヒルズ,
10,8,15,アメリアヴォーグ,牝2,54,田中勝春,1:15.4,ハナ,**,9-8,39.6,205.2,13,460(0),,,,[東]小野次郎,志村幸彦,
11,8,16,アペルタ,牝2,51,木幡育也,1:15.7,2,**,4-8,40.7,41.8,7,446(0),,,,[東]矢野英一,酒井喜生,
12,6,12,ゴウユウ,牡2,55,的場勇人,1:15.9,1.1/4,**,15-14,38.5,318.7,15,548(0),,,,[東]田島俊明,西村專次,
13,7,14,ルーナフォンテン,牝2,54,杉原誠人,1:16.3,2.1/2,**,10-11,40.3,94.4,12,472(0),,,,[東]石毛善彦,吉橋興生,
14,1,2,シャイニーホワイト,牡2,55,北村宏司,1:17.2,5,**,13-15,40.3,59.0,9,514(0),,,,[東]栗田博憲,小林昌志,
15,4,8,ダイフゴウ,牝2,54,宮崎北斗,1:17.8,3.1/2,**,12-12,41.4,265.4,14,480(0),,,,[東]和田雄二,高橋照比古,
除,3,5,キラキラブシ,牡2,55,武士沢友,,,**,,,---,,482(0),,,,[東]松山将樹,山口裕介,
