着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,9,アドマイヤリード,牝5,56,横山典弘,1:48.1,,**,5-6-8-8,34.4,6.2,3,430(-2),,,,[西]須貝尚介,近藤利一,"2,423.8"
2,7,8,プロディガルサン,牡5,56,マーフィ,1:48.2,1/2,**,7-8-6-5,34.8,3.2,1,518(+4),,,,[東]国枝栄,金子真人ホールディングス,966.8
3,3,3,アストラエンブレム,セ5,57,アヴドゥ,1:48.3,1/2,**,4-5-5-5,35.0,6.5,4,480(+4),,,,[東]小島茂之,シルクレーシング,603.4
4,6,7,ナイトオブナイツ,牡5,57,松山弘平,1:48.3,ハナ,**,9-9-10-10,34.5,5.6,2,452(-4),,,,[西]池添兼雄,市川義美ホールディングス,360.0
5,8,11,ハートレー,セ5,56,戸崎圭太,1:48.3,クビ,**,9-9-8-8,34.6,7.1,5,468(-4),,,,[東]手塚貴久,サンデーレーシング,240.0
6,2,2,マイネルハニー,牡5,58,柴田大知,1:48.4,1/2,**,5-3-3-3,35.2,7.4,6,480(+4),,,,[東]栗田博憲,サラブレッドクラブ・ラフィアン,
7,4,4,トーセンビクトリー,牝6,56,三浦皇成,1:48.4,ハナ,**,2-2-2-2,35.3,12.0,7,480(+10),,,,[西]中竹和也,島川隆哉,
8,5,5,ゲッカコウ,牝5,54,松岡正海,1:48.5,1/2,**,3-3-3-3,35.3,16.3,8,480(+4),,,,[東]高橋義博,サラブレッドクラブ・ラフィアン,
9,6,6,ナスノセイカン,牡6,56,大野拓弥,1:48.6,3/4,**,7-6-6-7,35.1,39.2,9,486(+8),,,,[東]矢野英一,那須野牧場,
10,1,1,ダイワリベラル,牡7,57,北村宏司,1:49.1,3,**,1-1-1-1,36.2,103.7,10,542(+22),,,,[東]菊沢隆徳,大城敬三,
11,8,10,マックスドリーム,セ11,56,石川裕紀,1:49.8,4,**,11-11-11-11,35.4,289.8,11,548(0),,,,[西]宮徹,山田弘,
