着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,ブレイブメジャー,牡2,55,池添謙一,1:39.1,,**,6-2-2,35.6,4.6,2,488(0),,,,[東]萩原清,シルクレーシング,700.0
2,8,15,ファンシーラン,牝2,53,木幡巧也,1:39.5,2.1/2,**,3-5-3,35.7,11.8,6,416(0),,,,[東]牧光二,岡村善行,280.0
3,3,6,プチティアレ,牝2,54,柴山雄一,1:39.5,クビ,**,8-11-9,35.3,5.5,3,452(0),,,,[東]斎藤誠,落合幸弘,180.0
4,1,2,ショウナンサンキュ,セ2,55,内田博幸,1:39.6,3/4,**,16-8-7,35.5,16.5,8,476(0),,,,[東]古賀史生,国本哲秀,110.0
5,6,12,ムーンシェイプト,牝2,54,アヴドゥ,1:39.7,クビ,**,8-7-6,35.8,4.4,1,460(0),,,,[東]尾関知人,サンデーレーシング,70.0
6,5,10,アッチャイオ,牡2,55,戸崎圭太,1:39.8,1/2,**,12-12-9,35.5,6.6,5,432(0),,,,[東]手塚貴久,落合幸弘,
7,5,9,ヤマニンベイパー,牡2,55,武士沢友,1:39.8,ハナ,**,11-12-12,35.5,40.4,10,498(0),,,,[東]星野忍,土井肇,
8,8,16,アービルビエント,牡2,55,柴田大知,1:39.9,3/4,**,13-2-3,36.3,243.5,16,512(0),,,,[東]小桧山悟,柴原榮,
9,7,14,タニセンボーラ,牡2,55,勝浦正樹,1:40.1,1.1/2,**,4-8-9,36.1,108.2,13,470(0),,,,[東]加藤和宏,染谷幸雄,
10,2,4,シゲルトルコイシ,牝2,54,西田雄一,1:40.1,ハナ,**,13-16-15,35.3,90.6,12,450(0),,,,[東]松山将樹,森中蕃,
11,4,7,ナリノヴェール,牝2,54,田辺裕信,1:40.2,クビ,**,4-5-7,36.5,6.6,4,450(0),,,,[東]上原博之,成塚清志,
12,1,1,カシマエンペラー,牡2,55,嘉藤貴行,1:40.2,クビ,**,1-1-1,36.8,154.5,15,466(0),,,,[東]清水英克,カシマ,
13,2,3,プリンセスシャイン,牝2,53,井上敏樹,1:40.3,3/4,**,6-8-12,36.2,84.1,11,390(0),,,,[東]林徹,中西忍,
14,7,13,ブリリアンティーン,牝2,54,福永祐一,1:40.6,1.3/4,**,8-12-14,36.3,25.6,9,452(0),,,,[東]杉浦宏昭,吉田照哉,
15,3,5,ハクシンドリーム,牝2,54,黛弘人,1:40.7,クビ,**,2-2-5,37.2,147.9,14,402(0),,,,[東]伊藤正徳,新井原博,
16,4,8,ミヤビアーク,牡2,55,石川裕紀,1:44.0,大,**,13-15-16,39.3,13.3,7,456(0),,,,[東]高橋文雅,村上義勝,
