着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,スワーヴアーサー,牡5,57,ルメール,1:09.3,,**,12-14,34.6,2.5,1,492(-8),,,,[西]庄野靖志,ＮＩＣＫＳ,"1,535.0"
2,1,2,ビリーバー,牝3,54,大野拓弥,1:09.4,1/2,**,14-11,34.4,6.5,3,452(-6),,,,[東]石毛善彦,ミルファーム,610.0
3,6,11,ショウナンマッシブ,牡4,57,内田博幸,1:09.6,1.1/2,**,5-2,35.6,6.6,4,480(0),,,,[東]田中剛,国本哲秀,385.0
4,8,16,アーヒラ,牝3,54,杉原誠人,1:09.8,1.1/2,**,2-2,36.1,61.2,10,434(+2),,,,[東]石毛善彦,ミルファーム,230.0
5,7,13,オジョーノキセキ,牝3,54,北村宏司,1:09.9,クビ,**,12-11,35.2,14.0,7,506(+2),,,,[東]伊藤大士,前原敏行,150.0
6,7,14,ツヅク,牝4,55,三浦皇成,1:09.9,ハナ,**,6-6,35.7,61.0,9,450(+2),,,,[東]伊藤大士,清水敏,
7,2,3,ピナクルズ,セ5,57,江田照男,1:10.0,3/4,**,1-1,36.5,154.3,14,500(-10),,,,[東]大江原哲,ライオンレースホース,
8,6,12,アリンナ,牝4,55,柴田大知,1:10.1,クビ,**,3-5,36.2,64.4,11,434(0),,,,[東]上原博之,ノルマンディーサラブレッドレーシング,
9,5,9,サラデコラシオン,牝4,55,池添謙一,1:10.1,クビ,**,8-8,35.8,27.6,8,438(-2),,,,[東]岩戸孝樹,川崎賢二,
10,2,4,ラブターボ,牝5,55,藤田菜七,1:10.2,クビ,**,15-15,35.1,73.2,12,442(+4),,,,[東]大江原哲,田頭勇貴,
11,8,15,ウィズ,牡3,56,Ｃ．デム,1:10.2,クビ,**,3-2,36.3,5.9,2,482(+4),,,,[西]清水久詞,カナヤマホールディングス,
12,1,1,ドウディ,牡4,57,丸山元気,1:10.2,アタマ,**,16-15,34.9,8.8,5,496(+8),,,,[東]佐藤吉勝,ｅ馬主組合,
13,5,10,スフェーン,牡5,57,木幡巧也,1:10.3,クビ,**,9-8,35.8,312.4,16,464(0),,,,[東]小西一男,キャピタルクラブ,
14,4,7,パルティトゥーラ,牝4,55,マーフィ,1:10.3,クビ,**,9-11,35.8,12.9,6,472(-4),,,,[東]和田正一,キャロットファーム,
15,4,8,クラウンアゲン,牝5,55,岩部純二,1:10.3,アタマ,**,6-6,36.1,188.8,15,452(+2),,,,[東]萱野浩二,浅川皓司,
16,3,5,クリノダイスーシー,牡6,57,勝浦正樹,1:10.6,1.3/4,**,9-8,36.1,154.2,13,512(+8),,,,[東]高橋義博,栗本博晴,
