着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,5,9,マイヨブラン,牡2,55,ルメール,1:13.4,,**,4-4,38.5,3.1,1,558(0),,,,[東]加藤征弘,シルクレーシング,700.0
2,1,1,サンマルベスト,牡2,55,畑端省吾,1:13.7,1.3/4,**,12-9,37.6,152.4,13,484(0),,,,[西]牧浦充徳,相馬勇,280.0
3,7,13,ローマノキュウジツ,牝2,54,北村宏司,1:13.8,3/4,**,2-2,39.2,7.3,4,482(0),,,,[西]牧浦充徳,鳳サラブレッドレーシングチーム,180.0
4,6,12,ベアクアウフ,牡2,55,三浦皇成,1:14.1,1.3/4,**,7-7,39.0,5.8,3,484(0),,,,[東]清水英克,ディアレストクラブ,110.0
5,7,14,シゲルアパライト,牡2,55,丸田恭介,1:14.2,3/4,**,1-1,39.6,9.8,5,472(0),,,,[東]石毛善彦,森中蕃,70.0
6,8,16,アマゾニカ,牝2,54,戸崎圭太,1:14.6,2.1/2,**,3-3,39.9,21.8,7,440(0),,,,[東]矢野英一,ディアレストクラブ,
7,2,3,デルママドレーヌ,牝2,54,黛弘人,1:15.0,2.1/2,**,7-8,39.9,35.9,10,452(0),,,,[東]武井亮,浅沼廣幸,
8,3,5,ホワイトハッカー,牝2,54,菅原隆一,1:15.2,1.1/2,**,10-9,39.4,344.5,16,430(0),,,,[東]南田美知,田頭勇貴,
9,4,7,ラストミステリー,牝2,54,柴山雄一,1:15.4,1.1/4,**,9-11,39.8,226.1,14,452(0),,,,[東]和田正一,スピードファーム,
10,6,11,ソルヴィクトリア,牝2,54,丸山元気,1:15.5,クビ,**,10-12,39.7,116.2,12,404(0),,,,[東]小西一男,天野克彦,
11,4,8,アイルハヴウインズ,牝2,54,蛯名正義,1:15.7,1.1/2,**,4-4,40.8,60.4,11,496(0),,,,[東]栗田博憲,鈴木芳夫,
12,8,15,トランスアクスル,牡2,55,マーフィ,1:16.1,2.1/2,**,12-12,40.1,4.2,2,488(0),,,,[東]中川公成,サンデーレーシング,
13,2,4,テンフライト,牝2,54,田辺裕信,1:16.8,4,**,4-4,41.9,32.7,9,406(0),,,,[東]矢野英一,天白泰司,
14,3,6,サーチライト,牝2,53,山本咲希,1:17.3,3,**,12-14,41.3,295.3,15,436(0),,,,[東]小桧山悟,三岡陽,
15,5,10,ビビッドオスカー,牝2,52,横山武史,1:18.3,6,**,15-15,41.5,30.0,8,482(0),,,,[東]竹内正洋,程田真司,
16,1,2,アンビシャススター,牡2,55,内田博幸,1:18.3,クビ,**,16-16,39.4,18.7,6,460(0),,,,[東]伊藤圭三,星野隆男,
