着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,アポロチーター,牡2,55,石川裕紀,1:11.6,,**,1-1,37.7,1.2,1,516(+4),,,,[東]岩戸孝樹,アポロサラブレッドクラブ,500.0
2,8,15,パイロジェン,牡2,55,内田博幸,1:12.1,3,**,2-3,38.1,8.9,2,452(-4),,,,[東]伊藤圭三,ゴドルフィン,200.0
3,5,10,シゲルスピネル,牝2,54,江田照男,1:12.2,1/2,**,2-2,38.2,9.1,3,444(0),,,,[東]和田勇介,森中蕃,130.0
4,7,13,シゲルアコヤガイ,牝2,53,武藤雅,1:13.0,5,**,13-12,37.6,33.4,6,430(0),,,,[東]水野貴広,森中蕃,75.0
5,6,11,フォアシザフューチ,牡2,55,宮崎北斗,1:13.0,アタマ,**,4-4,38.6,47.6,7,454(+2),,,,[東]中川公成,西森鶴,50.0
6,4,8,シゲルトルマリン,牝2,54,丸田恭介,1:13.2,1.1/2,**,15-14,37.1,146.3,12,438(-4),,,,[東]武藤善則,森中蕃,
7,8,16,マメシボリ,牡2,55,嘉藤貴行,1:13.2,ハナ,**,4-4,38.8,29.7,5,412(+6),,,,[東]奥平雅士,ミルファーム,
8,4,7,シャインベスト,牝2,52,横山武史,1:13.5,1.1/2,**,6-7,38.8,91.3,10,436(0),,,,[東]青木孝文,加藤牧場,
9,1,2,クラーロデラルナ,牝2,51,木幡育也,1:13.6,3/4,**,10-9,38.5,333.0,14,432(-10),,,,[東]加藤和宏,平本敏夫,
10,5,9,ヒカルフラッシュ,牡2,55,北村宏司,1:13.8,3/4,**,10-10,38.6,79.4,9,476(+6),,,,[東]柄崎孝,安蒜一修,
11,2,4,クリノカリビアン,牝2,54,勝浦正樹,1:13.8,ハナ,**,6-6,39.1,111.6,11,426(+6),,,,[東]高橋義博,栗本博晴,
12,2,3,カシノラウト,牡2,54,藤田菜七,1:14.1,1.3/4,**,8-8,39.1,49.9,8,480(-4),,,,[東]和田雄二,柏木務,
13,3,6,ニシノマリアージュ,牝2,54,丹内祐次,1:14.3,1.1/4,**,14-14,38.3,378.4,15,408(-6),,,,[東]松永康利,西山茂行,
14,3,5,カガファランドール,牝2,54,三浦皇成,1:15.0,4,**,16-16,38.1,276.9,13,402(+4),,,,[東]大江原哲,香川憲次,
15,6,12,コケラオトシ,牡2,52,野中悠太,1:15.1,1/2,**,8-12,40.2,411.6,16,466(+2),,,,[東]小笠倫弘,岡浩二,
16,7,14,ケイスター,牝2,54,大野拓弥,1:15.2,3/4,**,10-10,40.1,20.2,4,456(+6),,,,[東]杉浦宏昭,桑野克己,
