着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,4,ロジギムレット,牡2,55,横山典弘,1:57.2,,**,5-6-7-3,39.9,2.6,1,456(-4),,,,[東]国枝栄,久米田正明,500.0
2,3,3,セイヴァリアント,牡2,55,三浦皇成,1:57.2,クビ,**,8-8-8-7,39.6,3.7,3,482(-4),,,,[東]中川公成,金田成基,200.0
3,5,7,レトロフィット,牝2,54,内田博幸,1:57.4,1.1/4,**,11-9-8-7,39.9,13.1,4,486(+4),,,,[東]伊藤圭三,吉田照哉,130.0
4,2,2,アルママ,牡2,55,柴田大知,1:57.5,クビ,**,1-1-1-1,40.8,2.8,2,444(+6),,,,[東]畠山吉宏,ビッグレッドファーム,75.0
5,5,8,ヴァンキッシュアイ,牡2,54,木幡巧也,1:58.0,3,**,10-11-10-7,40.2,32.0,5,466(0),,,,[東]新開幸一,会田浩史,50.0
6,1,1,エレガントエルフ,牡2,55,伴啓太,1:58.0,ハナ,**,14-14-14-11,39.8,43.7,6,476(-2),,,,[東]高柳瑞樹,早川経一,
7,7,11,ケイティクラウン,セ2,55,嘉藤貴行,1:58.0,ハナ,**,4-3-3-3,40.9,193.5,11,478(+2),,,,[東]清水英克,瀧本和義,
8,4,5,ラウズアップ,牡2,54,木幡初也,1:58.3,1.3/4,**,11-12-13-11,40.2,46.6,7,416(+4),,,,[東]萱野浩二,田頭勇貴,
9,7,12,ニシノアマタ,牝2,51,野中悠太,1:58.4,3/4,**,2-2-2-2,41.5,68.8,8,440(0),,,,[東]根本康広,西山茂行,
10,6,10,ノーブルベガ,牝2,54,勝浦正樹,1:58.6,1.1/2,**,3-3-3-3,41.6,155.8,10,456(+4),,,,[東]水野貴広,吉木伸彦,
11,8,14,トミケンミステリオ,牡2,55,江田照男,1:59.0,2.1/2,**,5-3-3-3,42.0,75.8,9,466(-4),,,,[東]武市康男,冨樫賢二,
12,4,6,テイエムヤマビコ,牝2,51,木幡育也,1:59.0,アタマ,**,11-13-10-11,41.2,343.9,13,466(+4),,,,[東]加藤和宏,竹園正繼,
13,6,9,サノノドラゴン,牡2,55,丹内祐次,1:59.9,5,**,7-7-3-10,42.8,274.2,12,418(0),,,,[東]尾形和幸,佐野信幸,
14,8,13,マンゴープリン,牝2,54,菅原隆一,2:01.0,7,**,8-9-10-11,43.2,452.8,14,434(-2),,,,[東]石毛善彦,田頭勇貴,
