着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,15,レッドフレイ,牡3,56,ビュイッ,1:51.4,,**,2-2-3-3,37.4,2.4,1,470(0),,,,[東]木村哲也,東京ホースレーシング,750.0
2,4,7,グロンフォール,牡3,56,モレイラ,1:52.2,5,**,10-10-1-1,38.7,3.0,2,574(-6),,,,[東]新開幸一,シルクレーシング,300.0
3,2,3,レオアルティメット,牡3,56,江田照男,1:52.7,3,**,1-1-2-2,39.2,38.1,8,540(+4),,,,[東]牧光二,レオ,190.0
4,5,8,スピアザゴールド,セ5,57,大野拓弥,1:52.8,3/4,**,13-13-11-9,38.0,7.6,4,498(+20),,,,[東]久保田貴,キャロットファーム,110.0
5,6,10,ディスカバー,牡4,57,田中勝春,1:53.2,2.1/2,**,7-7-8-6,38.7,51.1,10,482(+4),,,,[東]畠山吉宏,村野康司,75.0
6,7,13,トミケンエンデレア,牡3,53,野中悠太,1:53.4,1.1/4,**,15-15-15-13,38.0,23.0,6,500(-4),,,,[東]伊藤大士,冨樫賢二,
7,3,5,クリップスプリンガ,牡4,56,木幡巧也,1:53.7,1.3/4,**,8-8-8-9,39.1,26.4,7,446(+6),,,,[東]岩戸孝樹,山下良子,
8,1,1,ボールドスパルタン,牡3,56,嘉藤貴行,1:54.4,4,**,4-4-4-4,40.1,143.7,14,464(+8),,,,[東]大和田成,増田陽一,
9,5,9,カガスター,牡3,56,戸崎圭太,1:54.4,クビ,**,12-11-4-6,40.0,7.6,3,452(+10),,,,[東]高市圭二,香川憲次,
10,2,2,マイネルネッツ,牡6,57,柴田大知,1:54.5,クビ,**,5-4-4-4,40.2,54.5,11,490(+4),,,,[東]水野貴広,サラブレッドクラブ・ラフィアン,
11,8,14,ゴールドパッション,牡3,56,北村宏司,1:54.5,クビ,**,8-8-11-11,39.7,45.6,9,516(+4),,,,[東]青木孝文,居城寿与,
12,3,4,サクラトップスター,牡3,56,武士沢友,1:54.9,2.1/2,**,11-11-14-15,39.8,96.0,13,470(+12),,,,[東]奥平雅士,トップフェロウ,
13,4,6,ヤマタケパンチ,牡3,56,内田博幸,1:54.9,クビ,**,13-13-13-11,40.0,282.9,15,494(+4),,,,[東]萱野浩二,山中和子,
14,6,11,ウインドオブホープ,セ5,57,勝浦正樹,1:55.5,3.1/2,**,2-3-4-8,41.2,19.3,5,534(0),,,,[東]石毛善彦,木村牧場,
15,7,12,シンボリブーケ,牝4,53,菊沢一樹,1:56.3,5,**,5-6-8-13,41.7,68.9,12,482(+6),,,,[東]伊藤圭三,岡田壮史,
