着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,3,6,ベイオブコトル,牡2,55,ビュイッ,1:12.4,,**,8-8,37.2,6.4,3,442(0),,,,[東]高柳瑞樹,ゴドルフィン,700.0
2,5,10,サンダーソニア,牝2,54,大野拓弥,1:12.8,2.1/2,**,5-4,37.9,2.3,1,484(0),,,,[東]田村康仁,ジェイアール,280.0
3,8,16,ブラックアウト,牡2,55,田辺裕信,1:13.0,1.1/4,**,2-2,38.4,17.6,7,468(0),,,,[東]岩戸孝樹,瀬瀬賢,180.0
4,7,14,エンシャントロア,牝2,53,木幡巧也,1:13.1,1/2,**,6-6,38.1,6.0,2,488(0),,,,[東]牧光二,ノルマンディーサラブレッドレーシング,110.0
5,6,11,パイロジェン,牡2,55,内田博幸,1:13.3,1.1/4,**,4-4,38.5,14.0,5,456(0),,,,[東]伊藤圭三,ゴドルフィン,70.0
6,1,2,ダイヤレイジング,牝2,54,酒井学,1:13.3,クビ,**,10-9,37.8,7.9,4,448(0),,,,[西]小崎憲,三浦勝仁,
7,7,13,ホーリーライン,牝2,51,木幡育也,1:13.9,3.1/2,**,6-6,38.9,17.1,6,428(0),,,,[東]矢野英一,ノルマンディーサラブレッドレーシング,
8,8,15,ブルーシューズ,牡2,55,勝浦正樹,1:14.0,1/2,**,2-2,39.5,34.9,8,478(0),,,,[東]田島俊明,田島榮二郎,
9,6,12,ニーマルティアラ,牝2,53,木幡初也,1:14.0,ハナ,**,15-14,37.0,74.5,11,416(0),,,,[東]田村康仁,板橋秋,
10,2,4,グラミス,牝2,54,柴田善臣,1:14.4,2.1/2,**,9-10,39.1,89.1,12,428(0),,,,[東]尾形和幸,佐藤壽男,
11,5,9,アルファフレイム,牡2,55,伊藤工真,1:14.6,1.1/2,**,15-14,37.6,89.6,13,454(0),,,,[東]和田正一,貴悦,
12,3,5,ペイシャスプリング,牝2,54,伴啓太,1:14.7,3/4,**,14-14,38.1,225.5,16,448(0),,,,[東]松永康利,北所直人,
13,4,8,ゼネラルアダージョ,牝2,54,蛯名正義,1:15.0,2,**,11-11,39.4,166.4,14,450(0),,,,[東]中野栄治,ジェネラルレーシング,
14,1,1,タイセイハーモニー,牝2,54,岩田康誠,1:15.1,1/2,**,12-11,39.4,58.0,10,442(0),,,,[東]栗田徹,田中成奉,
15,2,3,コパノアダムス,牡2,55,石川裕紀,1:15.1,クビ,**,1-1,40.6,34.9,9,498(0),,,,[東]上原博之,小林照弘,
16,4,7,グラディート,牝2,54,嘉藤貴行,1:16.1,6,**,12-13,40.4,189.7,15,406(0),,,,[東]尾形和幸,米津佳昭,
