着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,ボストンテソーロ,牝2,54,三浦皇成,1:12.5,,**,2-2,38.4,1.7,1,480(+18),,,,[東]田中博康,了徳寺健二ホールディングス,500.0
2,6,12,シゲルホタルイシ,牡2,54,武藤雅,1:13.1,3.1/2,**,6-6,38.7,5.4,2,482(+6),,,,[東]水野貴広,森中蕃,200.0
3,7,13,ノーブルフューチャ,牝2,54,勝浦正樹,1:13.1,クビ,**,9-7,38.1,36.9,6,450(+6),,,,[東]高柳瑞樹,吉木伸彦,130.0
4,2,4,アカンダナパワー,牝2,54,北村宏司,1:13.3,1.1/4,**,14-13,37.4,40.9,7,438(+2),,,,[東]萱野浩二,聖心台牧場,75.0
5,5,9,ブラックテキーラ,牡2,55,武士沢友,1:13.4,3/4,**,11-11,38.0,330.5,13,500(+18),,,,[東]田島俊明,黒澤尚,50.0
6,8,15,スピリットクォーツ,牝2,54,田中勝春,1:13.4,アタマ,**,1-1,39.4,7.3,3,418(-8),,,,[東]蛯名利弘,荻伏服部牧場,
7,1,1,グラスボイジャー,牡2,54,木幡巧也,1:13.5,クビ,**,5-3,39.2,26.6,5,520(-2),,,,[東]牧光二,半沢,
8,7,14,シュンラン,牝2,54,戸崎圭太,1:13.6,3/4,**,9-10,38.5,8.2,4,432(+6),,,,[東]小桧山悟,中村勝彦,
9,4,7,エコロシンフォニー,牝2,51,野中悠太,1:14.1,3,**,11-11,38.7,270.5,12,418(-6),,,,[東]根本康広,原村正紀,
10,5,10,ワンネス,牡2,55,石川裕紀,1:14.2,クビ,**,2-3,40.0,52.9,10,528(+12),,,,[東]大竹正博,佐久間拓士,
11,4,8,グランデエス,牝2,54,柴田大知,1:14.2,クビ,**,7-7,39.4,104.0,11,476(+8),,,,[東]伊藤大士,山田裕仁,
12,3,6,ケイツールフィヤ,牝2,54,柴田善臣,1:15.2,6,**,2-3,41.0,44.3,8,462(0),,,,[東]大江原哲,楠本勝美,
13,3,5,デュエットソング,牝2,51,木幡育也,1:15.3,クビ,**,13-14,39.6,362.4,14,406(-4),,,,[東]粕谷昌央,平川浩之,
14,6,11,ゴーアブロード,牡2,55,杉原誠人,1:15.9,3.1/2,**,14-14,39.9,579.5,16,512(+6),,,,[東]大江原哲,ミルファーム,
15,2,3,サツキミラクル,牝2,54,吉田隼人,1:16.0,1/2,**,7-9,41.1,50.4,9,452(0),,,,[東]土田稔,小野博郷,
16,8,16,シオンコタン,牝2,54,村田一誠,1:16.2,1.1/4,**,16-16,39.3,529.5,15,438(+6),,,,[東]柄崎孝,村田滋,
