着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,7,13,アイスブラスト,牡2,55,福永祐一,1:51.6,,**,3-3-1-2,35.4,10.3,4,494(0),,,,[東]戸田博文,ＤＭＭドリームクラブ,700.0
2,5,10,サトノフォース,牡2,55,ルメール,1:51.6,クビ,**,9-6-4-4,35.0,3.1,2,450(0),,,,[東]藤沢和雄,サトミホースカンパニー,280.0
3,2,4,グロオルロージュ,牡2,55,戸崎圭太,1:51.7,1/2,**,3-3-4-4,35.1,43.0,9,450(0),,,,[東]斎藤誠,キャロットファーム,180.0
4,3,5,サンアップルトン,牡2,55,黛弘人,1:51.8,1/2,**,9-11-8-11,35.1,337.9,14,468(0),,,,[東]中野栄治,加藤ステーブル,110.0
5,4,8,ミライオー,牡2,55,マーフィ,1:51.8,クビ,**,6-6-8-7,35.1,17.2,6,530(0),,,,[東]加藤征弘,林正道,70.0
6,7,14,クリムゾンスター,牝2,54,アヴドゥ,1:52.0,1.1/4,**,12-11-14-9,34.8,25.0,7,430(0),,,,[東]手塚貴久,Ｎ．ウェレット,
7,5,9,バスクベレー,牡2,55,Ｃ．デム,1:52.0,ハナ,**,1-1-2-1,35.8,2.3,1,444(0),,,,[東]黒岩陽一,吉田勝己,
8,1,1,カイザーミノル,牡2,55,池添謙一,1:52.2,1.1/4,**,6-6-11-7,35.2,16.5,5,458(0),,,,[西]北出成人,吉岡實,
9,3,6,ミユキダイアモンド,牝2,51,野中悠太,1:52.7,3,**,5-5-4-4,36.1,61.6,10,452(0),,,,[東]小西一男,長井純一,
10,2,3,モードフランス,牝2,53,武藤雅,1:53.0,1.3/4,**,9-10-11-12,36.0,260.9,13,446(0),,,,[東]武藤善則,吉田千津,
11,6,12,キタサンハイドン,牡2,55,北村宏司,1:53.6,3.1/2,**,2-2-2-2,37.4,39.2,8,516(0),,,,[西]清水久詞,大野商事,
12,8,16,マハロモアナ,牝2,51,木幡育也,1:53.9,2,**,6-6-4-9,37.4,190.9,12,446(0),,,,[東]和田正一,古賀和夫,
13,1,2,サンメドフォード,牝2,54,武士沢友,1:54.3,2.1/2,**,13-14-13-13,37.2,496.5,16,470(0),,,,[東]粕谷昌央,加藤ステーブル,
14,8,15,ローズテソーロ,牝2,54,内田博幸,1:55.6,8,**,15-15-15-15,37.5,145.2,11,452(0),,,,[東]金成貴史,了徳寺健二ホールディングス,
15,6,11,トーセンパヒューム,牝2,53,木幡巧也,1:56.8,7,**,16-16-15-15,38.7,385.0,15,464(0),,,,[東]土田稔,島川隆哉,
16,4,7,ラヴィアンレーヴ,牡2,55,ビュイッ,1:57.1,1.3/4,**,13-11-8-13,40.3,9.0,3,450(0),,,,[東]田村康仁,キャロットファーム,
