着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,11,タイセイスパーブ,牡2,55,ルメール,1:12.4,,**,4-5,38.0,1.5,1,480(+4),,,,[東]青木孝文,田中成奉,500.0
2,1,2,フォートエリー,牝2,54,北村宏司,1:12.6,1.1/2,**,4-4,38.2,6.8,3,440(-16),,,,[東]和田正一,山内晃,200.0
3,1,1,ベルテックスロード,牡2,55,大野拓弥,1:12.6,アタマ,**,7-7,37.8,56.6,9,462(+16),,,,[東]的場均,山口敦広,130.0
4,5,9,ダディフィンガー,牡2,55,柴田善臣,1:12.7,1/2,**,1-1,38.6,12.5,4,496(+6),,,,[東]水野貴広,野村茂雄,75.0
5,8,16,ワディアルヒタン,牝2,54,石川裕紀,1:12.8,1/2,**,2-3,38.6,6.3,2,440(-2),,,,[東]田村康仁,平井裕,50.0
6,6,12,センジュエース,牡2,55,丸山元気,1:13.2,2.1/2,**,7-7,38.4,33.8,6,434(+2),,,,[東]矢野英一,増山武志,
7,4,7,キョウエイビーコン,牡2,55,西田雄一,1:13.5,1.3/4,**,7-7,38.8,272.0,13,446(+6),,,,[東]武藤善則,田中晴夫,
8,7,14,ニシノオウキ,牡2,54,藤田菜七,1:14.0,3,**,14-13,38.1,13.0,5,472(-2),,,,[東]尾形和幸,西山茂行,
9,2,3,タイムファクター,牡2,54,武藤雅,1:14.1,1/2,**,15-15,37.9,110.4,10,486(+2),,,,[東]武藤善則,高橋文男,
10,3,5,サイゴウパワー,牡2,55,宮崎北斗,1:14.1,ハナ,**,4-5,39.6,44.6,8,458(+2),,,,[東]伊藤伸一,西村新一郎,
11,5,10,ケンブリッジウィズ,牝2,53,井上敏樹,1:14.1,ハナ,**,10-10,38.9,447.6,16,414(-6),,,,[東]石栗龍彦,中西宏彰,
12,4,8,ニシノゴウウン,牡2,55,マーフィ,1:14.2,クビ,**,2-2,40.1,35.2,7,480(-2),,,,[東]小島茂之,西山茂行,
13,2,4,ニットウヴィクスン,牝2,53,木幡初也,1:14.5,2,**,15-15,38.3,220.3,12,410(-10),,,,[東]小桧山悟,藤井謙,
14,3,6,スミレヴィオレッタ,牝2,54,丸田恭介,1:15.1,3.1/2,**,12-12,39.4,429.6,15,484(+2),,,,[東]石栗龍彦,ライオンレースホース,
15,7,13,リンガスハット,牝2,54,内田博幸,1:15.1,ハナ,**,12-13,39.4,205.6,11,448(+2),,,,[東]高橋祥泰,伊藤巖,
16,8,15,カンタベリーメガミ,牝2,54,武士沢友,1:15.5,2.1/2,**,11-11,40.0,377.5,14,440(-10),,,,[東]星野忍,峰哲馬,
