着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,2,4,グッドヒューマー,牡4,57,宮崎北斗,1:10.8,,**,7-6,36.5,7.4,6,492(+2),,,,[東]高橋裕,ディアレストクラブ,750.0
2,6,12,ダノンチャンス,セ4,57,津村明秀,1:11.1,2,**,1-1,37.4,6.6,3,502(+16),,,,[東]田中博康,ダノックス,300.0
3,6,11,ガチコ,牝4,52,木幡育也,1:11.4,2,**,13-13,36.3,5.7,2,470(+6),,,,[東]高橋文雅,日東牧場,190.0
4,5,9,ウエスタンボルト,セ5,57,田中勝春,1:11.4,アタマ,**,12-10,36.5,142.0,14,470(+6),,,,[東]小野次郎,西川賢,110.0
5,4,7,サリネロ,牝4,55,丸山元気,1:11.5,1/2,**,2-2,37.7,13.3,7,508(+2),,,,[東]中川公成,吉田和美,75.0
6,7,13,アースビヨンド,牡3,56,北村宏司,1:11.5,ハナ,**,15-15,36.2,18.1,9,516(+10),,,,[東]伊藤大士,前原敏行,
7,3,6,アースコレクション,牡5,57,石川裕紀,1:11.5,アタマ,**,9-8,36.9,27.7,10,530(+10),,,,[東]尾関知人,グリーンファーム,
8,1,2,ユアザスター,牡5,56,木幡巧也,1:11.6,クビ,**,9-8,37.0,115.6,13,502(0),,,,[東]伊藤圭三,西村專次,
9,1,1,アメリカンツイスト,牡3,56,大野拓弥,1:11.8,1.1/4,**,13-13,36.7,7.0,4,476(+2),,,,[東]中舘英二,グリーンファーム,
10,8,15,リチュアルローズ,牝5,55,田辺裕信,1:11.8,クビ,**,4-3,37.8,4.7,1,486(+14),,,,[東]新開幸一,社台レースホース,
11,7,14,ナリノメジャー,牝4,55,勝浦正樹,1:12.2,2.1/2,**,4-5,38.2,15.3,8,478(+4),,,,[東]上原博之,成塚清志,
12,8,16,ミッキーワイン,牡4,55,菊沢一樹,1:12.3,1/2,**,3-3,38.4,7.1,5,500(+12),,,,[東]菊沢隆徳,野田みづき,
13,4,8,キモンプリンス,牡3,54,藤田菜七,1:12.3,ハナ,**,15-15,37.0,64.9,12,466(0),,,,[東]上原博之,小林祥晃,
14,3,5,マルブツインパルス,牡3,53,野中悠太,1:12.3,ハナ,**,11-12,37.6,491.5,15,412(0),,,,[東]杉浦宏昭,大澤利久,
15,2,3,シチテンハッキ,牝4,55,丹内祐次,1:12.4,3/4,**,8-10,37.9,504.8,16,466(+4),,,,[東]高橋祥泰,Ｈ．ＦＡｓｓｏｃｉａｔｉｏｎ,
16,5,10,ウメタロウ,牡3,56,江田照男,1:12.6,1.1/4,**,4-6,38.6,30.1,11,502(+4),,,,[東]伊藤大士,ミルファーム,
