着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,1,レッドシルヴィ,牝5,55,三浦皇成,1:48.9,,**,9-9-8-8,35.1,8.0,4,460(+4),,,,[東]鹿戸雄一,東京ホースレーシング,"1,050.0"
2,7,12,ダイイチターミナル,牡4,57,江田照男,1:49.0,1/2,**,12-11-8-7,35.3,97.3,10,458(+8),,,,[東]高市圭二,ミルファーム,420.0
3,6,9,トータルソッカー,牡4,57,柴田善臣,1:49.0,クビ,**,6-5-5-5,35.5,10.2,5,510(+2),,,,[東]伊藤正徳,渡邊隆,260.0
4,2,2,グランサム,牡3,56,アヴドゥ,1:49.1,1/2,**,4-5-5-5,35.6,7.9,3,474(+4),,,,[東]古賀慎明,キャロットファーム,160.0
5,6,10,ジョーマイク,セ5,57,太宰啓介,1:49.1,クビ,**,10-9-11-11,35.1,240.9,11,468(-10),,,,[西]中竹和也,上田けい子,105.0
6,3,4,プレイヤーサムソン,牡5,57,田辺裕信,1:49.2,クビ,**,13-13-12-12,35.0,13.4,7,478(+4),,,,[東]大和田成,嶋田賢,
7,7,11,キングパール,牡6,57,内田博幸,1:49.3,1/2,**,4-2-2-2,36.0,20.5,8,486(+10),,,,[東]田中博康,フジイ興産,
8,8,14,エフティスパークル,牡5,57,蛯名正義,1:49.3,クビ,**,6-5-4-2,35.9,11.6,6,462(+4),,,,[東]鹿戸雄一,吉野英子,
9,5,8,クラークキー,牡4,57,マーフィ,1:49.3,アタマ,**,6-8-8-8,35.6,4.7,2,488(-4),,,,[東]池上昌和,保坂和孝,
10,5,7,フィールドシャルム,牡5,57,田中勝春,1:49.3,ハナ,**,11-11-12-12,35.1,367.5,13,490(-2),,,,[東]土田稔,岡浩二,
11,3,3,コーカス,牡4,57,戸崎圭太,1:49.5,1.1/4,**,13-13-14-14,35.0,2.2,1,514(+6),,,,[西]藤原英昭,ゴドルフィン,
12,8,13,ヴェアリアスサマー,牡7,57,北村宏司,1:50.0,3,**,1-1-1-1,36.8,90.6,9,520(+8),,,,[東]伊藤大士,小林秀樹,
13,4,6,ビオラフォーエバー,セ7,54,野中悠太,1:50.1,クビ,**,2-2-2-2,36.8,338.4,12,468(0),,,,[東]柴田政人,熊澤浩樹,
14,4,5,トロピカルガーデン,牝6,52,木幡育也,1:51.3,7,**,2-2-5-8,37.8,377.2,14,496(+8),,,,[東]武藤善則,田頭勇貴,
