着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,1,2,コパノキッキング,セ3,55,柴田大知,1:10.2,,**,14-13,34.9,3.6,1,480(+4),,,,[西]村山明,小林祥晃,"3,657.4"
2,6,11,サイタスリーレッド,牡5,56,津村明秀,1:10.3,3/4,**,1-1,36.9,34.2,11,488(+2),,,,[西]池添兼雄,西村憲人,"1,416.4"
3,1,1,キタサンミカヅキ,牡8,58,森泰斗,1:10.4,クビ,**,10-8,36.1,5.7,2,530(+2),,,,[地]佐藤賢二,大野商事,908.2
4,3,5,タテヤマ,牡4,56,大野拓弥,1:10.4,クビ,**,6-4,36.5,17.3,8,462(-4),,,,[西]渡辺薫彦,小島將之,540.0
5,2,3,ヴェンジェンス,牡5,56,石川裕紀,1:10.5,クビ,**,11-11,36.0,26.2,10,492(+6),,,,[西]大根田裕,宮川純造,360.0
6,7,13,オウケンビリーヴ,牝5,55,三浦皇成,1:10.6,3/4,**,9-8,36.5,14.5,7,488(+4),,,,[西]安田隆行,福井明,
7,4,7,ダノングッド,牡6,56,田中勝春,1:10.7,クビ,**,13-13,35.6,36.7,12,510(-2),,,,[西]村山明,ダノックス,
8,4,8,ハットラブ,牝4,54,横山典弘,1:10.9,1.1/2,**,14-15,35.7,5.9,3,482(-4),,,,[東]菊沢隆徳,服部邦繁,
9,2,4,キングズガード,牡7,56,内田博幸,1:10.9,ハナ,**,16-16,35.5,10.2,5,472(0),,,,[西]寺島良,日進牧場,
10,5,9,ネロ,牡7,56,瀧川寿希,1:11.0,クビ,**,3-3,37.3,18.6,9,478(-2),,,,[西]森秀行,西山茂行,
11,8,15,ウインムート,牡5,56,松山弘平,1:11.0,クビ,**,6-6,37.1,12.2,6,518(+12),,,,[西]加用正,ウイン,
12,3,6,オールドベイリー,牡4,56,中井裕二,1:11.1,1/2,**,6-8,37.2,8.0,4,468(0),,,,[西]中内田充,ゴドルフィン,
13,6,12,ナンチンノン,牡7,56,国分恭介,1:11.1,ハナ,**,2-2,37.6,41.9,13,538(0),,,,[西]中竹和也,加藤誠,
14,8,16,ヒカリブランデー,牡7,56,江田照男,1:11.6,3,**,11-11,37.0,254.1,16,486(-2),,,,[東]池上昌和,ヒカリクラブ,
15,5,10,ノボバカラ,牡6,56,勝浦正樹,1:11.7,1/2,**,5-4,37.9,128.2,15,512(+18),,,,[東]天間昭一,ＬＳ．Ｍ,
16,7,14,ブラゾンドゥリス,牡6,56,藤田菜七,1:12.0,1.3/4,**,3-6,38.3,51.0,14,526(+4),,,,[東]尾形和幸,ノルマンディーサラブレッドレーシング,
