着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,15,オハナ,牝3,54,田辺裕信,1:49.6,,**,9-10-10-9,34.4,8.8,5,428(+6),,,,[東]堀宣行,金子真人ホールディングス,"1,535.0"
2,2,3,エバーミランダ,牝3,54,大野拓弥,1:49.6,クビ,**,4-2-3-3,35.0,12.8,6,424(-4),,,,[東]久保田貴,宇田豊,610.0
3,7,13,レッドベルローズ,牝3,54,丸山元気,1:49.7,1/2,**,3-4-3-3,35.1,8.5,4,456(-4),,,,[東]鹿戸雄一,東京ホースレーシング,385.0
4,3,5,ダノングレース,牝3,54,三浦皇成,1:49.8,クビ,**,8-8-7-6,34.9,3.3,1,428(+8),,,,[東]国枝栄,ダノックス,230.0
5,5,8,リリックドラマ,牝4,55,柴山雄一,1:49.8,アタマ,**,1-1-1-1,35.5,17.5,8,462(+2),,,,[西]岡田稲男,ゴドルフィン,150.0
6,1,1,トーホウアイレス,牝4,55,武藤雅,1:49.8,ハナ,**,13-12-12-13,34.3,51.4,10,478(-2),,,,[東]田中清隆,東豊物産,
7,6,11,クリッパー,牝3,54,マーフィ,1:49.9,3/4,**,5-5-5-3,35.2,5.3,3,476(+32),,,,[東]高橋文雅,吉田和美,
8,7,12,スマートルビー,牝5,55,アヴドゥ,1:50.0,1/2,**,6-7-7-6,35.1,16.3,7,444(+2),,,,[東]尾関知人,大川徹,
9,6,10,キューンハイト,牝4,55,戸崎圭太,1:50.0,ハナ,**,11-10-10-9,34.9,47.6,9,432(+2),,,,[東]宗像義忠,サラブレッドクラブ・ラフィアン,
9,8,14,フロムマイハート,牝5,55,柴田大知,1:50.0,同着,**,14-15-14-14,34.2,76.7,11,448(+10),,,,[東]水野貴広,サラブレッドクラブ・ラフィアン,
11,4,7,ヴェロニカグレース,牝3,54,津村明秀,1:50.2,1.1/4,**,12-12-12-12,34.7,3.9,2,490(+6),,,,[東]武市康男,シルクレーシング,
12,4,6,ブリガアルタ,牝5,55,石川裕紀,1:50.3,3/4,**,6-5-6-6,35.5,179.4,14,454(-4),,,,[東]尾形和幸,サンデーレーシング,
13,2,2,トウカイシェーン,牝5,55,丸田恭介,1:50.3,ハナ,**,9-8-7-9,35.4,111.5,12,470(-6),,,,[西]北出成人,内村正則,
14,3,4,シーズララバイ,牝4,55,松岡正海,1:50.6,2,**,2-2-2-2,36.2,122.9,13,444(+6),,,,[東]竹内正洋,吉田千津,
15,5,9,タケショウメーカー,牝5,55,横山武史,1:51.0,2.1/2,**,14-14-14-15,35.2,285.8,15,466(-2),,,,[東]田中清隆,ナイト商事,
